GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0044424	3.28350867606932e-05	8.34597631948625	62.0862489829129	74	10040	intracellular part	ALKBH8;AMACR;BBOF1;BRCC3;BRWD1;CCDC181;CCDC68;CEP120;CEP57;CKAP2;CROT;CSTF2;CUZD1;CYP2R1;DNAJC24;DYNLRB2;DZIP3;ENO4;ERCC6L2;FANCM;FBXO4;HSPB11;KBTBD12;KDM4D;LRRC34;MDM1;MRPL39;MRPS9;MTERF2;NAE1;NKAPL;NUDCD1;NUDT6;NUDT9;OSBPL8;PHF14;PM20D2;PRMT9;PRPF18;PUS7L;RP9;SLC35G1;SLMAP;SMC6;SNX14;SOS1;SPATA17;SRSF11;STIM2;STX17;SYCE1L;SYCP2;TGS1;TIGD7;UBA5;UPRT;USP25;USP44;VPS50;WDR35;XPA;XRCC2;ZBED9;ZNF182;ZNF200;ZNF214;ZNF221;ZNF224;ZNF334;ZNF441;ZNF510;ZNF563;ZNF596;ZRANB2	0.00860279273130162
2	GO:0005622	0.000100709185725663	7.57224578360785	63.1560618388934	74	10213	intracellular	ALKBH8;AMACR;BBOF1;BRCC3;BRWD1;CCDC181;CCDC68;CEP120;CEP57;CKAP2;CROT;CSTF2;CUZD1;CYP2R1;DNAJC24;DYNLRB2;DZIP3;ENO4;ERCC6L2;FANCM;FBXO4;HSPB11;KBTBD12;KDM4D;LRRC34;MDM1;MRPL39;MRPS9;MTERF2;NAE1;NKAPL;NUDCD1;NUDT6;NUDT9;OSBPL8;PHF14;PM20D2;PRMT9;PRPF18;PUS7L;RP9;SLC35G1;SLMAP;SMC6;SNX14;SOS1;SPATA17;SRSF11;STIM2;STX17;SYCE1L;SYCP2;TGS1;TIGD7;UBA5;UPRT;USP25;USP44;VPS50;WDR35;XPA;XRCC2;ZBED9;ZNF182;ZNF200;ZNF214;ZNF221;ZNF224;ZNF334;ZNF441;ZNF510;ZNF563;ZNF596;ZRANB2	0.0131929033300619
3	GO:0043229	0.000431487752200214	2.9829001019368	54.3378356387307	67	8787	intracellular organelle	ALKBH8;AMACR;BBOF1;BRCC3;BRWD1;CCDC181;CCDC68;CEP120;CEP57;CKAP2;CROT;CSTF2;CUZD1;CYP2R1;DNAJC24;DYNLRB2;DZIP3;ERCC6L2;FANCM;HSPB11;KDM4D;LRRC34;MDM1;MRPL39;MRPS9;MTERF2;NKAPL;NUDCD1;NUDT6;NUDT9;OSBPL8;PHF14;PM20D2;PRPF18;PUS7L;RP9;SLC35G1;SLMAP;SMC6;SNX14;SRSF11;STIM2;STX17;SYCE1L;SYCP2;TGS1;TIGD7;UBA5;UPRT;USP25;USP44;VPS50;WDR35;XPA;XRCC2;ZBED9;ZNF182;ZNF200;ZNF214;ZNF221;ZNF224;ZNF334;ZNF441;ZNF510;ZNF563;ZNF596;ZRANB2	0.037683263692152
4	GO:0005815	0.00059077885426949	3.61645533953226	3.44442636289666	11	557	microtubule organizing center	BBOF1;CCDC68;CEP120;CEP57;CKAP2;ERCC6L2;HSPB11;MDM1;SLMAP;WDR35;XRCC2	0.0386960149546516
5	GO:0015630	0.000801364288501798	2.99239658222607	5.38616761594793	14	871	microtubule cytoskeleton	BBOF1;BRCC3;CCDC181;CCDC68;CEP120;CEP57;CKAP2;DYNLRB2;ERCC6L2;HSPB11;MDM1;SLMAP;WDR35;XRCC2	0.0419914887174942
6	GO:0097542	0.00140118329461155	15.1693648816936	0.222620016273393	3	36	ciliary tip	DYNLRB2;HSPB11;WDR35	0.0525254195076461
7	GO:0043226	0.00140335090287604	2.98637568959737	58.3944670463792	69	9443	organelle	ALKBH8;AMACR;BBOF1;BRCC3;BRWD1;CCDC181;CCDC68;CEP120;CEP57;CKAP2;CROT;CSTF2;CUZD1;CYP2R1;DNAJC24;DYNLRB2;DZIP3;EFCAB7;ERCC6L2;FANCM;HSPB11;KDM4D;LRRC34;MDM1;MRPL39;MRPS9;MTERF2;NKAPL;NUDCD1;NUDT6;NUDT9;OSBPL8;PHF14;PM20D2;PRPF18;PUS7L;RP9;SLC35G1;SLMAP;SMC6;SNX14;SOS1;SRSF11;STIM2;STX17;SYCE1L;SYCP2;TGS1;TIGD7;UBA5;UPRT;USP25;USP44;VPS50;WDR35;XPA;XRCC2;ZBED9;ZNF182;ZNF200;ZNF214;ZNF221;ZNF224;ZNF334;ZNF441;ZNF510;ZNF563;ZNF596;ZRANB2	0.0525254195076461
8	GO:0005634	0.00224230753244191	1.9791541841422	31.2348250610252	44	5051	nucleus	ALKBH8;BRCC3;BRWD1;CEP57;CSTF2;ERCC6L2;FANCM;KDM4D;LRRC34;MDM1;MRPS9;NKAPL;NUDCD1;NUDT6;OSBPL8;PHF14;PM20D2;PRPF18;PUS7L;RP9;SMC6;SRSF11;SYCE1L;SYCP2;TGS1;TIGD7;UBA5;UPRT;USP25;USP44;XPA;XRCC2;ZBED9;ZNF182;ZNF200;ZNF214;ZNF221;ZNF224;ZNF334;ZNF441;ZNF510;ZNF563;ZNF596;ZRANB2	0.0734355716874724
9	GO:0005813	0.00274353490011022	3.64397905759162	2.41171684296176	8	390	centrosome	CEP120;CEP57;CKAP2;ERCC6L2;HSPB11;MDM1;WDR35;XRCC2	0.0798673493143199
10	GO:0071020	0.00618388934092773	Inf	0.00618388934092758	1	1	post-spliceosomal complex	PRPF18	0.147289000665733
