GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0043227	9.34335389582714e-09	8.45007485891973	61.9731838127743	83	8766	membrane-bounded organelle	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BAG5;BBS7;BEX5;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CBX5;CCT2;CETN2;CHCHD7;COA7;COQ7;CREG2;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;EID2B;EIF2S1;ERLEC1;FAM20B;GTF3C4;HACD3;HMGB3;HNRNPH2;HPRT1;HSPA9;MAGEF1;MARCH9;MCM4;MORF4L2;MRPL57;MSL3;NAP1L5;NAPB;NARS;NBR1;NDUFAF1;NDUFAF4;PEG10;PJA2;POLE3;POLR2B;PPIL1;PSMA5;PSMD7;RAB39B;RAB3C;RAD21;RAN;RBM8A;RPP14;RSL1D1;SACS;SAR1A;SARAF;SERINC3;SKP1;STRAP;SYNJ1;TCP1;TMEM74;TSN;UBE2K;UQCRB;WDR12;WDR48;XRCC5;YPEL5;YWHAZ;ZNF25;ZNF483	3.77471497391417e-06
2	GO:0043226	3.88542666260264e-08	12.8987091956475	66.8725012189176	85	9459	organelle	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BAG5;BBS7;BEX5;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CBX5;CCT2;CETN2;CHCHD7;COA7;COQ7;CREG2;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;EID2B;EIF2S1;ERLEC1;FAM161B;FAM20B;GTF3C4;HACD3;HMGB3;HNRNPH2;HPRT1;HSPA9;MAGEF1;MARCH9;MCM4;MORF4L2;MRPL57;MSL3;NAP1L5;NAPB;NARS;NBR1;NDUFAF1;NDUFAF4;PEG10;PJA2;POLE3;POLR2B;PPIL1;PSD3;PSMA5;PSMD7;RAB39B;RAB3C;RAD21;RAN;RBM8A;RPP14;RSL1D1;SACS;SAR1A;SARAF;SERINC3;SKP1;STRAP;SYNJ1;TCP1;TMEM74;TSN;UBE2K;UQCRB;WDR12;WDR48;XRCC5;YPEL5;YWHAZ;ZNF25;ZNF483	7.84856185845733e-06
3	GO:0043231	7.49387535509098e-08	4.3757883608171	53.4258898098489	76	7557	intracellular membrane-bounded organelle	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BAG5;BBS7;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CBX5;CCT2;CETN2;CHCHD7;COA7;COQ7;CREG2;CSDE1;DNAJA1;DNAJC8;DRD1;EID2B;EIF2S1;ERLEC1;FAM20B;GTF3C4;HACD3;HMGB3;HNRNPH2;HSPA9;MARCH9;MCM4;MORF4L2;MRPL57;MSL3;NAP1L5;NAPB;NARS;NBR1;NDUFAF1;NDUFAF4;PEG10;PJA2;POLE3;POLR2B;PPIL1;PSMA5;PSMD7;RAB39B;RAD21;RAN;RBM8A;RPP14;RSL1D1;SACS;SAR1A;SARAF;SERINC3;SKP1;STRAP;TCP1;TMEM74;TSN;UBE2K;UQCRB;WDR12;WDR48;XRCC5;YWHAZ;ZNF25;ZNF483	1.00917521448559e-05
4	GO:0043229	4.92448232532664e-07	5.41702981651376	62.2206240858118	81	8801	intracellular organelle	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BAG5;BBS7;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CBX5;CCT2;CETN2;CHCHD7;COA7;COQ7;CREG2;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;EID2B;EIF2S1;ERLEC1;FAM161B;FAM20B;GTF3C4;HACD3;HMGB3;HNRNPH2;HSPA9;MARCH9;MCM4;MORF4L2;MRPL57;MSL3;NAP1L5;NAPB;NARS;NBR1;NDUFAF1;NDUFAF4;PEG10;PJA2;POLE3;POLR2B;PPIL1;PSMA5;PSMD7;RAB39B;RAB3C;RAD21;RAN;RBM8A;RPP14;RSL1D1;SACS;SAR1A;SARAF;SERINC3;SKP1;STRAP;SYNJ1;TCP1;TMEM74;TSN;UBE2K;UQCRB;WDR12;WDR48;XRCC5;YPEL5;YWHAZ;ZNF25;ZNF483	4.97372714857991e-05
5	GO:0044444	1.12105570509195e-06	3.28466711092264	48.5477815699659	70	6867	cytoplasmic part	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BAG5;BBS7;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CCT2;CETN2;CHCHD7;COA7;COQ7;CREG2;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;EIF2S1;ERLEC1;FAM161B;FAM20B;G3BP2;GTF3C4;HACD3;HNRNPH2;HPRT1;HSPA9;MARCH9;MRPL57;NAPB;NARS;NBR1;NDUFAF1;NDUFAF4;PEG10;PGM2L1;PJA2;PSMA5;PSMD7;RAB39B;RAB3C;RAD21;RAN;RBM8A;RSL1D1;SACS;SAR1A;SARAF;SERINC3;SKP1;STRAP;SYNJ1;TCP1;TMEM74;TSN;UBE2K;UQCRB;WDR48;XRCC5;YPEL5;YWHAZ	9.05813009714299e-05
6	GO:0044446	1.55283539672783e-06	3.08509668291149	45.4441735738664	67	6428	intracellular organelle part	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BBS7;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CBX5;CCT2;CETN2;CHCHD7;COA7;COQ7;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;ERLEC1;FAM161B;FAM20B;GTF3C4;HACD3;HNRNPH2;HSPA9;MARCH9;MCM4;MORF4L2;MRPL57;MSL3;NAPB;NBR1;NDUFAF1;NDUFAF4;PJA2;POLE3;POLR2B;PPIL1;PSMA5;PSMD7;RAB39B;RAD21;RAN;RBM8A;RPP14;RSL1D1;SAR1A;SARAF;SERINC3;SKP1;STRAP;SYNJ1;TCP1;TMEM74;UQCRB;WDR12;WDR48;XRCC5;YPEL5;YWHAZ	0.000104557583379674
7	GO:0044424	4.62953292169008e-06	9.58178718283021	71.0931253047294	85	10056	intracellular part	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BAG5;BBS7;BEX5;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CBX5;CCT2;CETN2;CHCHD7;COA7;COQ7;CREG2;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;EID2B;EIF2S1;ERLEC1;FAM161B;FAM20B;G3BP2;GTF3C4;HACD3;HMGB3;HNRNPH2;HPRT1;HSPA9;MARCH9;MCM4;MORF4L2;MRPL57;MSL3;NAP1L5;NAPB;NARS;NBR1;NDUFAF1;NDUFAF4;PEG10;PGM2L1;PJA2;POLE3;POLR2B;PPIL1;PSMA5;PSMD7;RAB39B;RAB3C;RAD21;RAN;RBM8A;RPP14;RSL1D1;SACS;SAR1A;SARAF;SERINC3;SKP1;STRAP;SYNJ1;TCP1;TMEM74;TSN;UBE2K;UQCRB;WDR12;WDR48;XRCC5;YPEL5;YWHAZ;ZNF25;ZNF483	0.000267190185766113
8	GO:0044422	5.56875609952933e-06	2.90609812012838	46.7308629936616	67	6610	organelle part	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BBS7;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CBX5;CCT2;CETN2;CHCHD7;COA7;COQ7;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;ERLEC1;FAM161B;FAM20B;GTF3C4;HACD3;HNRNPH2;HSPA9;MARCH9;MCM4;MORF4L2;MRPL57;MSL3;NAPB;NBR1;NDUFAF1;NDUFAF4;PJA2;POLE3;POLR2B;PPIL1;PSMA5;PSMD7;RAB39B;RAD21;RAN;RBM8A;RPP14;RSL1D1;SAR1A;SARAF;SERINC3;SKP1;STRAP;SYNJ1;TCP1;TMEM74;UQCRB;WDR12;WDR48;XRCC5;YPEL5;YWHAZ	0.000281222183026231
9	GO:0005622	1.70949485132981e-05	8.69356269716088	72.3161872257435	85	10229	intracellular	AKAP11;ARL3;ARMCX1;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BAG5;BBS7;BEX5;BHLHB9;BRAP;C1QBP;CACYBP;CAND1;CANX;CBX5;CCT2;CETN2;CHCHD7;COA7;COQ7;CREG2;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;EID2B;EIF2S1;ERLEC1;FAM161B;FAM20B;G3BP2;GTF3C4;HACD3;HMGB3;HNRNPH2;HPRT1;HSPA9;MARCH9;MCM4;MORF4L2;MRPL57;MSL3;NAP1L5;NAPB;NARS;NBR1;NDUFAF1;NDUFAF4;PEG10;PGM2L1;PJA2;POLE3;POLR2B;PPIL1;PSMA5;PSMD7;RAB39B;RAB3C;RAD21;RAN;RBM8A;RPP14;RSL1D1;SACS;SAR1A;SARAF;SERINC3;SKP1;STRAP;SYNJ1;TCP1;TMEM74;TSN;UBE2K;UQCRB;WDR12;WDR48;XRCC5;YPEL5;YWHAZ;ZNF25;ZNF483	0.000767373244374713
10	GO:0070062	2.66245243167279e-05	2.7566631130064	13.4678205753291	29	1905	extracellular exosome	ARL3;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BEX5;BHLHB9;CACYBP;CAND1;CANX;CCT2;DNAJA1;DSTN;EIF2S1;HPRT1;HSPA9;MAGEF1;NAPB;NARS;NBR1;PPIL1;PSMA5;PSMD7;RAN;SAR1A;SKP1;TCP1;UBE2K;YWHAZ	0.00104137895378972
