GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0022613	4.81356135433357e-12	10.570526097763	2.21774400136624	18	302	ribonucleoprotein complex biogenesis	BMS1;CLP1;DDX1;DKC1;EIF3A;GEMIN6;GNL3;GTPBP4;HSP90AA1;NOLC1;NUDT16;RPL14;SDAD1;SNW1;SURF6;TSR1;UTP14A;UTP14C	1.04117332094235e-08
2	GO:0042254	2.11649491440975e-08	9.91877438936262	1.46136111348305	12	199	ribosome biogenesis	BMS1;DKC1;GNL3;GTPBP4;NOLC1;NUDT16;RPL14;SDAD1;SURF6;TSR1;UTP14A;UTP14C	2.19816360914544e-05
3	GO:0010467	3.04877060907828e-08	3.34500132590825	28.0816326530612	53	3824	gene expression	BAZ1B;BMS1;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;EIF1B;EIF3A;GARS;GEMIN6;GNL3;GTPBP4;HNRNPA3;HNRNPU;HSPH1;LARS;MATR3;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;NUP50;PIK3CB;PIK3R1;PRKAR1A;PSMD1;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TSR1;UBN1;USP7;UTP14A;UTP14C;YME1L1;ZNF329	2.19816360914544e-05
4	GO:0016070	7.42290231370067e-08	3.23292616108551	24.3364358295619	48	3314	RNA metabolic process	BAZ1B;BMS1;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;GARS;GEMIN6;GNL3;GTPBP4;HNRNPA3;HNRNPU;HSPH1;LARS;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;PARP2;PIK3R1;PRKAR1A;PSMD1;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TSR1;UBN1;USP7;UTP14A;UTP14C;ZNF329	3.3361386050022e-05
5	GO:0090304	7.71183218909432e-08	3.21834312527109	26.9801041755614	51	3674	nucleic acid metabolic process	BAZ1B;BMS1;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;GARS;GEMIN6;GNL3;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;HSPH1;LARS;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;PARP2;PIK3R1;PRKAR1A;PSMD1;PTMS;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TSR1;UBN1;USP7;UTP14A;UTP14C;ZNF329	3.3361386050022e-05
6	GO:0006396	1.24419380094003e-07	5.05943539998549	4.67048074459909	19	636	RNA processing	BMS1;CLP1;CTR9;DDX1;DKC1;GEMIN6;GTPBP4;HNRNPA3;HNRNPU;NCOR1;NOLC1;NUDT16;PIK3R1;RNF20;RPL14;SNW1;TSR1;UTP14A;UTP14C	4.48531865238882e-05
7	GO:0006139	3.97353271706266e-07	3.0096265497996	30.0937580052942	53	4098	nucleobase-containing compound metabolic process	ACAT1;BAZ1B;BMS1;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;GARS;GEMIN6;GNL3;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;HSPH1;LARS;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;NUP50;PARP2;PIK3R1;PRKAR1A;PSMD1;PTMS;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TSR1;UBN1;USP7;UTP14A;UTP14C;ZNF329	0.000122782160957236
8	GO:0016072	7.39330604471035e-07	8.86609907120743	1.32183417299974	10	180	rRNA metabolic process	BMS1;DKC1;GTPBP4;NCL;NOLC1;NUDT16;RPL14;TSR1;UTP14A;UTP14C	0.000199896512183856
9	GO:0051276	8.82688796157634e-07	4.09028292506553	6.40355221586543	21	872	chromosome organization	BAZ1B;CKAP5;CTR9;DDX1;DKC1;GNL3;HNRNPU;HSP90AA1;MORF4L1;NAP1L3;NCOR1;NUCKS1;PRC1;RNF20;RTF1;SMC1A;SNW1;SUPT16H;TERF2IP;UBN1;USP7	0.000209188997221182
10	GO:0034660	9.73414874944493e-07	5.73840769903762	2.9006916574161	14	395	ncRNA metabolic process	BMS1;CLP1;DDX1;DKC1;GARS;GTPBP4;LARS;NCL;NOLC1;NUDT16;RPL14;TSR1;UTP14A;UTP14C	0.000209188997221182
11	GO:0034645	1.06383678660795e-06	2.88024236663894	26.3779352745282	48	3592	cellular macromolecule biosynthetic process	BAZ1B;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;EIF1B;EIF3A;GARS;GNL3;GTPBP4;HNRNPU;HSP90AA1;HSPH1;LARS;MGEA5;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUP50;PARP2;PIK3R1;PRKAR1A;PSMD1;PTMS;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;UBN1;USP7;ZNF329	0.000209188997221182
12	GO:0046483	1.25807512337293e-06	2.86162413800605	31.0777901118606	53	4232	heterocycle metabolic process	ACAT1;BAZ1B;BMS1;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;GARS;GEMIN6;GNL3;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;HSPH1;LARS;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;NUP50;PARP2;PIK3R1;PRKAR1A;PSMD1;PTMS;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TSR1;UBN1;USP7;UTP14A;UTP14C;ZNF329	0.000226768040987971
13	GO:0006364	1.5317898778189e-06	9.45189317724529	1.10887200068312	9	151	rRNA processing	BMS1;DKC1;GTPBP4;NOLC1;NUDT16;RPL14;TSR1;UTP14A;UTP14C	0.000245310617362554
14	GO:0006725	1.5877709861654e-06	2.83188913138996	31.2834087609939	53	4260	cellular aromatic compound metabolic process	ACAT1;BAZ1B;BMS1;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;GARS;GEMIN6;GNL3;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;HSPH1;LARS;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;NUP50;PARP2;PIK3R1;PRKAR1A;PSMD1;PTMS;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TSR1;UBN1;USP7;UTP14A;UTP14C;ZNF329	0.000245310617362554
15	GO:0009059	2.32173165583239e-06	2.77873875440045	27.0315088378448	48	3681	macromolecule biosynthetic process	BAZ1B;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;EIF1B;EIF3A;GARS;GNL3;GTPBP4;HNRNPU;HSP90AA1;HSPH1;LARS;MGEA5;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUP50;PARP2;PIK3R1;PRKAR1A;PSMD1;PTMS;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;UBN1;USP7;ZNF329	0.000334793704771031
16	GO:0034470	2.52568758236174e-06	6.81251700680272	1.87994193493297	11	256	ncRNA processing	BMS1;CLP1;DDX1;DKC1;GTPBP4;NOLC1;NUDT16;RPL14;TSR1;UTP14A;UTP14C	0.000341441390040528
17	GO:0034641	2.92286731762121e-06	2.76775756370275	33.7508325505935	55	4596	cellular nitrogen compound metabolic process	ACAT1;BAZ1B;BMS1;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;EIF1B;EIF3A;GARS;GEMIN6;GNL3;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;HSPH1;LARS;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;NUP50;PARP2;PIK3R1;PRKAR1A;PSMD1;PTMS;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TSR1;UBN1;USP7;UTP14A;UTP14C;ZNF329	0.000371891882824393
18	GO:1901360	5.52863485253893e-06	2.67320928746553	32.4289983775937	53	4416	organic cyclic compound metabolic process	ACAT1;BAZ1B;BMS1;CBX1;CLP1;CTR9;DDX1;DKC1;DNAJB6;GARS;GEMIN6;GNL3;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;HSPH1;LARS;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;NUP50;PARP2;PIK3R1;PRKAR1A;PSMD1;PTMS;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TSR1;UBN1;USP7;UTP14A;UTP14C;ZNF329	0.000664357621446762
19	GO:0051052	9.50298472961062e-06	5.87806831566549	2.15899581589958	11	294	regulation of DNA metabolic process	DKC1;GNL3;GTPBP4;HNRNPU;HSP90AA1;NUCKS1;NUDT16;SENP2;SMC1A;TERF2IP;USP7	0.000994898378594536
20	GO:0033554	9.52704302600602e-06	3.08939393939394	10.6921697549313	26	1456	cellular response to stress	BAZ1B;CCDC47;DDX1;DNAJB6;DNAJC7;HSP90AA1;HSPA4;HSPH1;LARS;MORF4L1;NCOR1;NUCKS1;NUDT16;NUP50;OPTN;PARP2;PIK3R1;PSMD1;RALB;RNF111;SENP2;SMC1A;SNW1;SUPT16H;TERF2IP;USP7	0.000994898378594536
21	GO:0042026	9.65920755917025e-06	37.7560975609756	0.139526940483306	4	19	protein refolding	DNAJA2;HSP90AA1;HSPA4;HSPH1	0.000994898378594536
22	GO:1903320	1.06944446796865e-05	8.60041175369643	1.06481086158313	8	145	regulation of protein modification by small protein conjugation or removal	CTR9;GNL3;GTPBP4;HSP90AA1;RNF111;RNF20;SENP2;TRIM44	0.00100012814728403
23	GO:0044085	1.13935757123664e-05	2.74855381860753	16.6551105797968	34	2268	cellular component biogenesis	ACAT1;BMS1;CCDC113;CKAP5;CLP1;CLUAP1;DDX1;DKC1;DNAJB6;EIF3A;GEMIN6;GNL3;GTPBP4;HNRNPU;HSP90AA1;HSPA4;MIA3;NAP1L3;NCOR1;NOLC1;NUDT16;PIK3R1;PRKAR1A;RALB;RPL14;SDAD1;SMC1A;SNW1;SURF6;TSR1;UBN1;UTP14A;UTP14C;YME1L1	0.00100012814728403
24	GO:2000112	1.14616570923703e-05	2.6331013287535	21.4871488344292	40	2926	regulation of cellular macromolecule biosynthetic process	BAZ1B;CBX1;CTR9;DDX1;DKC1;DNAJB6;EIF1B;GNL3;GTPBP4;HNRNPU;HSP90AA1;HSPH1;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUP50;PIK3R1;PRKAR1A;PSMD1;RNF111;RNF20;RNF6;RTF1;SENP2;SMC1A;SNW1;SUPT16H;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;UBN1;USP7;ZNF329	0.00100012814728403
25	GO:0042274	1.15595023957932e-05	19.8713991769547	0.301084450516608	5	41	ribosomal small subunit biogenesis	BMS1;SURF6;TSR1;UTP14A;UTP14C	0.00100012814728403
26	GO:0006259	1.28345081310273e-05	3.88656753874145	5.21390146016566	17	710	DNA metabolic process	DDX1;DKC1;GNL3;GTPBP4;HNRNPU;HSP90AA1;MORF4L1;NUCKS1;NUDT16;PARP2;PTMS;RNF111;SENP2;SMC1A;SUPT16H;TERF2IP;USP7	0.00106773234951585
27	GO:0034243	1.47486982384433e-05	33.3084648493544	0.15421398684997	4	21	regulation of transcription elongation from RNA polymerase II promoter	CTR9;HNRNPU;RTF1;SUPT16H	0.00117450910684385
