GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0099116	6.22680542756928e-06	56.7733990147783	0.141104294478528	4	8	tRNA 5'-end processing	RPP30;RPP40;TRMT10C;USP14	0.0168186014598646
2	GO:0034471	2.81557721670195e-05	32.4334975369458	0.194018404907975	4	11	ncRNA 5'-end processing	RPP30;RPP40;TRMT10C;USP14	0.0218848258679782
3	GO:0042254	3.91159758334604e-05	4.20128723586034	3.42177914110429	13	194	ribosome biogenesis	ABCE1;DIS3;EIF2A;EXOSC9;KRR1;MAK16;NSA2;RPF1;RPP30;RPP40;RRP15;RSL24D1;THUMPD1	0.0218848258679782
4	GO:0034470	4.1712364017062e-05	3.70634191176471	4.46242331288344	15	253	ncRNA processing	C2orf49;DIS3;EXOSC9;KRR1;MAK16;NSA2;RPF1;RPP30;RPP40;RRP15;THUMPD1;TRMT10C;TRMT5;TRNT1;USP14	0.0218848258679782
5	GO:0044237	5.31171724198606e-05	1.86929274084125	132.796779141104	159	7529	cellular metabolic process	ABCE1;ABHD10;AGL;AP1AR;ARV1;ASB5;ATAD1;ATG12;B3GALNT1;B3GAT2;BCAS2;BCAT1;BUB3;C2orf49;CACUL1;CBLL1;CCNG1;CDADC1;CDO1;CISD1;CISD2;CMPK1;COPS2;COQ10B;CRNKL1;CTSO;CUL2;CUL4B;CUL5;CWC15;CXorf57;DIS3;DNAJC10;DSEL;DUSP19;DYDC2;EAPP;ECT2;EID2;EIF2A;ERO1A;EXOSC9;FAM200B;FANCF;FBXL3;FBXO45;FGFR1OP2;FIGNL1;FKBP3;FUNDC1;GGCT;GLRX2;GNPDA2;GNPNAT1;GUF1;HLTF;HSF2;HSPA14;IMPA1;IMPAD1;INSIG2;KBTBD6;KBTBD7;KIAA1586;KL;KLHL9;KRR1;LAMTOR3;MAK16;MGAT2;MMAA;MOB1B;MRPL3;MRPL50;MRS2;MSTN;MUT;MYEF2;NDUFA5;NSA2;NUDT10;OLA1;OPA1;PDCD4;PDIK1L;PIGM;PLA2G12A;PLRG1;PMPCB;POLR3F;PPCS;PPM1A;PPP1R2;PSMC6;PSMD12;PTGES3;RAB23;RAB2A;RAB33B;RABGGTB;RAD17;RDH14;RFC4;RPF1;RPP30;RPP40;RRAGC;RRM2B;RRP15;RSL24D1;RWDD1;SERBP1;SHOC2;SLC30A9;SNAI2;SVIP;TFAM;THUMPD1;TIAL1;TIPRL;TRIM23;TRIM33;TRMT10C;TRMT5;TRNT1;UBA3;UBE3A;UBLCP1;UFM1;USP14;VCPIP1;VPS26A;VTA1;XIAP;YARS2;YOD1;ZBTB11;ZBTB33;ZBTB41;ZBTB6;ZBTB8A;ZCRB1;ZDHHC17;ZFP28;ZMYM2;ZNF12;ZNF175;ZNF302;ZNF354A;ZNF491;ZNF518B;ZNF583;ZNF615;ZNF654;ZNF681;ZNF737;ZNF770;ZNF780A;ZNF879	0.0218848258679782
6	GO:0000470	5.93334657761561e-05	25.2216748768473	0.229294478527607	4	13	maturation of LSU-rRNA	MAK16;NSA2;RPF1;RRP15	0.0218848258679782
7	GO:0000966	5.93334657761561e-05	25.2216748768473	0.229294478527607	4	13	RNA 5'-end processing	RPP30;RPP40;TRMT10C;USP14	0.0218848258679782
8	GO:0000460	6.48199211195208e-05	14.2438118811881	0.440950920245399	5	25	maturation of 5.8S rRNA	EXOSC9;MAK16;NSA2;RPF1;RRP15	0.0218848258679782
9	GO:0008033	0.000113092686243567	6.05818566516794	1.48159509202454	8	84	tRNA processing	C2orf49;RPP30;RPP40;THUMPD1;TRMT10C;TRMT5;TRNT1;USP14	0.0339403717270973
10	GO:0006399	0.000163067318718848	4.52133565989848	2.4340490797546	10	138	tRNA metabolic process	C2orf49;EXOSC9;RPP30;RPP40;THUMPD1;TRMT10C;TRMT5;TRNT1;USP14;YARS2	0.044044482785961
