GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0042391	5.76078783472173e-07	5.96003016591252	2.75822579266729	14	326	regulation of membrane potential	ASIC2;CACNA1B;CACNA1C;CACNA1D;CACNA1G;GABRG3;GRIN2A;IGSF9B;KCND3;KCNK12;KCNMA1;KCNQ3;NEDD4L;SHANK2	0.00126564508728836
2	GO:0034765	1.21257350792778e-05	5.19632183908046	2.63977437825827	12	312	regulation of ion transmembrane transport	ASIC2;CACNA1B;CACNA1C;CACNA1D;CACNA1G;KCND3;KCNK12;KCNMA1;KCNQ3;NEDD4L;SHANK2;SHISA9	0.0048154354633528
3	GO:0016358	1.66299421321301e-05	6.88915662650602	1.48064268011281	9	175	dendrite development	ASAP1;CAMK1;CAMK1D;DCLK1;EPHB1;FSTL4;NEDD4L;SHANK2;SIPA1L1	0.0048154354633528
4	GO:0060996	1.73808063627458e-05	12.6221979223619	0.549952995470473	6	65	dendritic spine development	ASAP1;CAMK1;EPHB1;FSTL4;SHANK2;SIPA1L1	0.0048154354633528
5	GO:0086002	1.79513908181058e-05	18.0976220275344	0.329971797282284	5	39	cardiac muscle cell action potential involved in contraction	CACNA1C;CACNA1D;CACNA1G;KCND3;NEDD4L	0.0048154354633528
6	GO:0007268	1.83881865223919e-05	4.09315169366716	4.23040765746517	15	500	chemical synaptic transmission	ASIC2;CACNA1B;CACNA1G;GABBR2;GABRG3;GRIN2A;HRH2;IGSF9B;KCNQ3;RIMBP2;SHANK2;SHISA9;SIPA1L1;SORCS3;TRIM9	0.0048154354633528
7	GO:0098916	1.83881865223919e-05	4.09315169366716	4.23040765746517	15	500	anterograde trans-synaptic signaling	ASIC2;CACNA1B;CACNA1G;GABBR2;GABRG3;GRIN2A;HRH2;IGSF9B;KCNQ3;RIMBP2;SHANK2;SHISA9;SIPA1L1;SORCS3;TRIM9	0.0048154354633528
8	GO:0099537	1.92710358331389e-05	4.07560868289821	4.24732928809503	15	502	trans-synaptic signaling	ASIC2;CACNA1B;CACNA1G;GABBR2;GABRG3;GRIN2A;HRH2;IGSF9B;KCNQ3;RIMBP2;SHANK2;SHISA9;SIPA1L1;SORCS3;TRIM9	0.0048154354633528
9	GO:0099536	1.97264083614816e-05	4.06689110070258	4.25579010340997	15	503	synaptic signaling	ASIC2;CACNA1B;CACNA1G;GABBR2;GABRG3;GRIN2A;HRH2;IGSF9B;KCNQ3;RIMBP2;SHANK2;SHISA9;SIPA1L1;SORCS3;TRIM9	0.0048154354633528
10	GO:0050773	3.08244988609858e-05	8.84068950373298	0.896846423382617	7	106	regulation of dendrite development	ASAP1;CAMK1;CAMK1D;FSTL4;NEDD4L;SHANK2;SIPA1L1	0.00664345632204456
11	GO:0034220	3.32626397553437e-05	3.29969512195122	6.75173062131442	19	798	ion transmembrane transport	ASIC2;CACNA1B;CACNA1C;CACNA1D;CACNA1G;GABRG3;GRIN2A;KCND3;KCNK12;KCNMA1;KCNQ3;NEDD4L;SFXN5;SHANK2;SHISA9;SLC19A1;SLC20A2;SLC7A6;TRPM2	0.00664345632204456
