GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0002376	3.47171838086788e-26	6.41828845641162	24.4509736932012	80	2016	immune system process	AIF1;ALOX5;APBB1IP;ATM;ATP11C;ATP7A;ATP8B4;BIN2;BTK;C3AR1;CASP1;CASP4;CASP8;CD180;CD53;CD58;CD84;CD86;CLEC7A;CTSS;DOCK11;DOCK2;DOCK8;EPS8;EVI2B;FAM111A;FCGR1B;FCGR3A;FLI1;GAB3;GBP1;GPR65;HFE;HHEX;IFI16;IFIH1;IGSF6;IKZF1;IL18;KYNU;LCP1;LCP2;LILRB1;LILRB4;LY86;LYN;MILR1;MNDA;NCF2;NCKAP1L;OLR1;PARP9;PDE5A;PIK3AP1;PIK3CG;PLCG2;PLEK;PLSCR1;PROS1;PSMA3;PTPRC;RB1;RBM47;RHOH;RIPK2;SAMSN1;SCIN;SOCS6;SP100;SYK;TET2;TGFBR1;TGFBR2;TLR1;TLR10;TLR2;TLR7;TLR8;TNFSF8;TRIM38	1.26960741188338e-22
2	GO:0045321	3.46395126183656e-22	7.30404928621831	10.3213187564059	50	851	leukocyte activation	AIF1;ALOX5;APBB1IP;ATM;ATP11C;ATP7A;ATP8B4;BIN2;BTK;C3AR1;CASP8;CD180;CD53;CD58;CD84;CD86;CLEC7A;CTSS;DOCK11;DOCK2;DOCK8;HFE;HHEX;IKZF1;IL18;LCP1;LCP2;LILRB1;LILRB4;LYN;MILR1;MNDA;NCKAP1L;OLR1;PDE5A;PIK3CG;PLCG2;PLSCR1;PTPRC;RHOH;RIPK2;SAMSN1;SOCS6;SYK;TGFBR2;TLR1;TLR2;TLR7;TLR8;TNFSF8	6.33383488226814e-19
3	GO:0001775	2.4946988517565e-21	6.70171871217623	11.7646053980184	52	970	cell activation	AIF1;ALOX5;APBB1IP;ATM;ATP11C;ATP7A;ATP8B4;BIN2;BTK;C3AR1;CASP8;CD180;CD53;CD58;CD84;CD86;CLEC7A;CTSS;DOCK11;DOCK2;DOCK8;HFE;HHEX;IKZF1;IL18;LCP1;LCP2;LILRB1;LILRB4;LYN;MILR1;MNDA;NCKAP1L;OLR1;PDE5A;PIK3CG;PLCG2;PLEK;PLSCR1;PTPRC;RHOH;RIPK2;SAMSN1;SOCS6;SYK;TGFBR1;TGFBR2;TLR1;TLR2;TLR7;TLR8;TNFSF8	3.04103790029117e-18
4	GO:0006955	2.25322439051217e-20	5.69420523362409	16.7008882815169	60	1377	immune response	AIF1;ALOX5;APBB1IP;ATP7A;ATP8B4;BIN2;BTK;C3AR1;CASP1;CASP4;CASP8;CD180;CD53;CD58;CD84;CD86;CLEC7A;CTSS;DOCK11;DOCK2;FCGR1B;FCGR3A;GBP1;GPR65;HFE;IFI16;IFIH1;IGSF6;IL18;KYNU;LCP1;LCP2;LILRB1;LILRB4;LY86;LYN;MILR1;MNDA;NCF2;NCKAP1L;OLR1;PARP9;PIK3AP1;PIK3CG;PLCG2;PLSCR1;PROS1;PSMA3;PTPRC;RIPK2;SAMSN1;SP100;SYK;TLR1;TLR10;TLR2;TLR7;TLR8;TNFSF8;TRIM38	2.06001039902575e-17
5	GO:0046649	1.38470259684727e-17	8.01733197728621	5.71250427058422	34	471	lymphocyte activation	AIF1;APBB1IP;ATM;ATP11C;ATP7A;BTK;CASP8;CD180;CD86;CLEC7A;DOCK11;DOCK2;DOCK8;HFE;HHEX;IKZF1;IL18;LCP1;LILRB1;LILRB4;LYN;MNDA;NCKAP1L;PDE5A;PIK3CG;PLCG2;PTPRC;RHOH;RIPK2;SAMSN1;SOCS6;SYK;TGFBR2;TNFSF8	1.01277147933409e-14
6	GO:0006952	1.1731663919125e-16	5.2768458781362	13.3291766313632	49	1099	defense response	AGTR1;AIF1;ALOX5;AOAH;BTK;C3AR1;CASP1;CASP4;CASP8;CD180;CD58;CD84;CLEC7A;CTSS;FAM111A;FCGR1B;GBP1;HFE;IFI16;IFIH1;IL18;KYNU;LILRB1;LY86;LYN;MNDA;NCF2;OLR1;OSMR;PARP9;PIK3AP1;PIK3CG;PLCG2;PLSCR1;PROS1;PSMA3;PTGS1;PTPRC;RIPK2;SOCS6;SP100;SYK;TLR1;TLR10;TLR2;TLR7;TLR8;TNFSF8;TRIM38	7.15044915870666e-14
7	GO:0002684	1.39505872739017e-16	6.22928295405754	8.7931329005808	40	725	positive regulation of immune system process	AIF1;ATP11C;BTK;C3AR1;CASP8;CD180;CD84;CD86;CLEC7A;CTSS;DOCK8;EVI2B;FCGR3A;GBP1;IFI16;IFIH1;IL18;LCP2;LILRB1;LILRB4;LYN;MNDA;NCKAP1L;PARP9;PIK3AP1;PLCG2;PLSCR1;PROS1;PSMA3;PTPRC;RB1;RIPK2;SCIN;SYK;TGFBR2;TLR1;TLR10;TLR2;TLR7;TLR8	7.28818538009409e-14
8	GO:0002682	3.18606457710115e-16	5.29103294130169	12.5650837034506	47	1036	regulation of immune system process	AIF1;ATM;ATP11C;BTK;C3AR1;CASP8;CD180;CD84;CD86;CLEC7A;CTSS;DOCK8;EVI2B;FCGR1B;FCGR3A;GBP1;HFE;IFI16;IFIH1;IL18;LCP2;LILRB1;LILRB4;LYN;MILR1;MNDA;NCKAP1L;PARP9;PDE5A;PIK3AP1;PLCG2;PLSCR1;PROS1;PSMA3;PTPRC;RB1;RIPK2;SAMSN1;SCIN;SOCS6;SYK;TGFBR2;TLR1;TLR10;TLR2;TLR7;TLR8	1.45642976980736e-13
9	GO:0002252	2.12118808915401e-15	5.69601263324122	9.52084045097369	40	785	immune effector process	ALOX5;APBB1IP;ATP7A;ATP8B4;BIN2;BTK;C3AR1;CD180;CD53;CD58;CD84;CD86;CTSS;DOCK11;DOCK2;FAM111A;FCGR3A;GBP1;HFE;IFI16;IFIH1;IL18;LCP1;LILRB1;LYN;MILR1;MNDA;NCKAP1L;OLR1;PARP9;PIK3CG;PLCG2;PLSCR1;PROS1;PTPRC;RIPK2;SYK;TLR2;TLR7;TLR8	8.61909426892912e-13
10	GO:0045087	4.54144355709548e-15	6.28700738513823	7.36197471814144	35	607	innate immune response	AIF1;BTK;CASP1;CASP4;CASP8;CD180;CD58;CD84;CLEC7A;CTSS;FCGR1B;GBP1;IFI16;IFIH1;IL18;KYNU;LILRB1;LY86;LYN;NCF2;PARP9;PIK3AP1;PIK3CG;PLCG2;PLSCR1;PSMA3;RIPK2;SP100;SYK;TLR1;TLR10;TLR2;TLR7;TLR8;TRIM38	1.66080590882982e-12
