GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0010821	3.01280787759921e-05	7.38337498992179	1.2278675904542	8	165	regulation of mitochondrion organization	ARIH2;BCL2L1;HIP1R;INF2;PLA2G6;SREBF1;STAT2;TFDP1	0.0627781521222244
2	GO:0060627	6.97332596031357e-05	4.66765947820841	2.67898383371824	11	360	regulation of vesicle-mediated transport	ACTN4;AP2S1;ARHGAP1;BIN1;DNM2;HIP1R;LGI3;MYO18A;PICK1;PLA2G6;TBC1D16	0.0627781521222244
3	GO:0007005	7.6996915930774e-05	4.61312807514537	2.70875032075956	11	364	mitochondrion organization	ARIH2;BCL2L1;DNM2;HIP1R;INF2;MYH14;PLA2G6;POLG;SREBF1;STAT2;TFDP1	0.0627781521222244
4	GO:0051128	0.000201309936910009	2.47374020156775	13.4916602514755	27	1813	regulation of cellular component organization	ACTN4;AP2S1;ARHGEF2;ARIH2;BCL2L1;BIN1;COL16A1;CTNNBIP1;DNM2;HIP1R;HSF1;INF2;MYH14;MYO18A;PHF2;PICK1;PLA2G6;PLXNB1;PLXNB3;SEMA4C;SRCIN1;SREBF1;STAT2;TBC1D16;TFDP1;VRK3;XRCC1	0.0994602075902798
5	GO:0051129	0.00022776322608113	3.78191082802548	3.59430331023865	12	483	negative regulation of cellular component organization	ACTN4;ARHGEF2;BCL2L1;CTNNBIP1;DNM2;HIP1R;HSF1;PHF2;PICK1;PLXNB3;SEMA4C;XRCC1	0.0994602075902798
6	GO:0070932	0.000251017412408013	29.5663265306122	0.126507569925584	3	17	histone H3 deacetylation	HDAC11;PER1;SIRT7	0.0994602075902798
7	GO:0030100	0.000297280841620855	6.02906626506024	1.28740056453682	7	173	regulation of endocytosis	ACTN4;AP2S1;BIN1;DNM2;HIP1R;MYO18A;PICK1	0.0994602075902798
8	GO:0032049	0.000325299125397481	136.494117647059	0.0297664870413138	2	4	cardiolipin biosynthetic process	PGS1;PLA2G6	0.0994602075902798
9	GO:0051649	0.000370421345748855	2.50870443603851	10.9912753400051	23	1477	establishment of localization in cell	ABCA2;ACTN4;ADCY5;AP2S1;ARHGAP1;ARHGEF2;ARIH2;BIN1;COPA;DNM2;EPG5;GGA1;GIPC1;HID1;IPO13;PICK1;PLA2G6;SREBF1;SYVN1;TBC1D16;TFDP1;TRAPPC6A;XPO6	0.100672290189078
10	GO:0046907	0.000460960354041901	2.61231656841841	9.00436232999743	20	1210	intracellular transport	ABCA2;ACTN4;AP2S1;ARHGAP1;ARHGEF2;ARIH2;BIN1;COPA;DNM2;EPG5;GGA1;GIPC1;HID1;IPO13;PICK1;SREBF1;SYVN1;TBC1D16;TRAPPC6A;XPO6	0.109976182249298
11	GO:0045184	0.000501795682844189	2.49115495455553	10.4926866820631	22	1410	establishment of protein localization	ACTN4;ADCY5;AP2S1;ARHGAP1;ARHGEF2;ARIH2;COPA;DNM2;GGA1;GIPC1;HID1;IPO13;MYO18A;PICK1;PLA2G6;SRCIN1;SREBF1;SYVN1;TBC1D16;TFDP1;WWP2;XPO6	0.109976182249298
12	GO:0034316	0.000539539733030082	90.9882352941176	0.0372081088016423	2	5	negative regulation of Arp2/3 complex-mediated actin nucleation	HIP1R;PICK1	0.109976182249298
13	GO:0015031	0.000631500206005002	2.48956100933287	9.94200667179882	21	1336	protein transport	ACTN4;ADCY5;AP2S1;ARHGAP1;ARHGEF2;ARIH2;COPA;DNM2;GGA1;GIPC1;HID1;IPO13;MYO18A;PICK1;PLA2G6;SRCIN1;SREBF1;SYVN1;TBC1D16;WWP2;XPO6	0.11826746116138
14	GO:0045807	0.000730158313094281	7.71441972661485	0.714395688991532	5	96	positive regulation of endocytosis	ACTN4;DNM2;HIP1R;MYO18A;PICK1	0.11826746116138
15	GO:0006655	0.000805392600686446	68.2352941176471	0.0446497305619707	2	6	phosphatidylglycerol biosynthetic process	PGS1;PLA2G6	0.11826746116138
16	GO:0051126	0.000805392600686446	68.2352941176471	0.0446497305619707	2	6	negative regulation of actin nucleation	HIP1R;PICK1	0.11826746116138
17	GO:0015833	0.000821973360483836	2.43307139953936	10.1429304593277	21	1363	peptide transport	ACTN4;ADCY5;AP2S1;ARHGAP1;ARHGEF2;ARIH2;COPA;DNM2;GGA1;GIPC1;HID1;IPO13;MYO18A;PICK1;PLA2G6;SRCIN1;SREBF1;SYVN1;TBC1D16;WWP2;XPO6	0.11826746116138
