GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0044331	2.30854255258857e-05	28.5689655172414	0.169732226879973	4	32	cell-cell adhesion mediated by cadherin	CDH10;CDH12;CDH18;CDH9	0.0128996372264159
2	GO:0016339	2.61655927513506e-05	27.5814506539834	0.175036358969972	4	33	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	CDH10;CDH12;CDH18;CDH9	0.0128996372264159
3	GO:0007156	8.92299400612882e-05	12.5037903400476	0.456155359739926	5	86	homophilic cell adhesion via plasma membrane adhesion molecules	CDH10;CDH12;CDH18;CDH9;PCDH11X	0.0293269069668101
4	GO:0060271	0.000683662816146417	5.27345719973457	1.49046111728976	7	281	cilium assembly	CEP70;DNAH14;DNAH6;DNAH7;FGFR1OP;HYDIN;LRGUK	0.136670823877947
5	GO:0007017	0.000693056916216767	3.85102239532619	2.98622636666952	10	563	microtubule-based process	CEP70;DNAH14;DNAH6;DNAH7;DNAH9;FGFR1OP;HYDIN;LRGUK;SPICE1;TMEM108	0.136670823877947
6	GO:0044782	0.00084013559905623	5.08329065300896	1.54350243818975	7	291	cilium organization	CEP70;DNAH14;DNAH6;DNAH7;FGFR1OP;HYDIN;LRGUK	0.138062283444907
7	GO:0098742	0.00110159033529545	7.04453441295547	0.785011549319873	5	148	cell-cell adhesion via plasma-membrane adhesion molecules	CDH10;CDH12;CDH18;CDH9;PCDH11X	0.153144345376729
8	GO:0046132	0.00147633731972846	43.0296296296296	0.0583454529899906	2	11	pyrimidine ribonucleoside biosynthetic process	NME7;UPP2	0.153144345376729
9	GO:0007043	0.00153195889328917	8.84061302681992	0.49858841645992	4	94	cell-cell junction assembly	CDH10;CDH12;CDH18;CDH9	0.153144345376729
10	GO:0007018	0.00155318808698508	5.28571428571429	1.2570793053298	6	237	microtubule-based movement	DNAH14;DNAH6;DNAH7;DNAH9;HYDIN;TMEM108	0.153144345376729
11	GO:0009220	0.00176556129986528	38.7233333333333	0.0636495850799897	2	12	pyrimidine ribonucleotide biosynthetic process	NME7;UPP2	0.157718826599321
12	GO:0035082	0.00195150406964497	13.385593220339	0.24929420822996	3	47	axoneme assembly	DNAH7;HYDIN;LRGUK	0.157718826599321
13	GO:0009218	0.00207945714583283	35.2	0.0689537171699889	2	13	pyrimidine ribonucleotide metabolic process	NME7;UPP2	0.157718826599321
14	GO:0003341	0.00261023415228576	12.0145278450363	0.275814868679956	3	52	cilium movement	DNAH7;DNAH9;HYDIN	0.183835062439554
15	GO:0034332	0.00290659604588384	7.35568326947637	0.594062794079904	4	112	adherens junction organization	CDH10;CDH12;CDH18;CDH9	0.191060246749431
16	GO:0046134	0.00316657257834102	27.65	0.0848661134399863	2	16	pyrimidine nucleoside biosynthetic process	NME7;UPP2	0.195140035140265
