GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0008380	1.33307724388594e-09	6.62568609312365	3.44	19	301	RNA splicing	CASC3;DDX23;DDX42;DHX16;FUS;GPKOW;GTF2F1;HABP4;HNRNPA1;HNRNPK;HNRNPUL1;HSPA8;IK;SF3A3;SF3B2;SUPT6H;THRAP3;ZMAT2;ZPR1	2.53840402661019e-06
2	GO:0006397	1.8781279007764e-09	6.12025419586117	3.92	20	343	mRNA processing	CASC3;DDX23;DDX42;DHX16;FUS;GPKOW;GTF2F1;HABP4;HNRNPA1;HNRNPK;HNRNPUL1;HSPA8;IK;PAF1;SF3A3;SF3B2;SUPT6H;THRAP3;ZMAT2;ZPR1	2.53840402661019e-06
3	GO:0006396	2.5503054520531e-09	4.53462226777001	7.29142857142857	27	638	RNA processing	CASC3;DDX23;DDX42;DHX16;EBNA1BP2;FUS;GPKOW;GTF2F1;HABP4;HNRNPA1;HNRNPK;HNRNPUL1;HSPA8;IK;NHP2;NOP56;PAF1;RPS4X;RRP36;SF3A3;SF3B2;SUPT6H;THRAP3;TSR2;WDR46;ZMAT2;ZPR1	2.53840402661019e-06
4	GO:0000377	4.00759339758718e-08	6.8313325330132	2.57142857142857	15	225	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	CASC3;DDX23;DDX42;DHX16;FUS;GPKOW;GTF2F1;HNRNPA1;HNRNPK;HNRNPUL1;HSPA8;SF3A3;SF3B2;THRAP3;ZMAT2	2.24366173229815e-05
5	GO:0000398	4.00759339758718e-08	6.8313325330132	2.57142857142857	15	225	mRNA splicing, via spliceosome	CASC3;DDX23;DDX42;DHX16;FUS;GPKOW;GTF2F1;HNRNPA1;HNRNPK;HNRNPUL1;HSPA8;SF3A3;SF3B2;THRAP3;ZMAT2	2.24366173229815e-05
6	GO:0000375	4.50836248954753e-08	6.76569684477565	2.59428571428571	15	227	RNA splicing, via transesterification reactions	CASC3;DDX23;DDX42;DHX16;FUS;GPKOW;GTF2F1;HNRNPA1;HNRNPK;HNRNPUL1;HSPA8;SF3A3;SF3B2;THRAP3;ZMAT2	2.24366173229815e-05
7	GO:0006996	5.98898926988948e-08	2.6443759936407	31.7714285714286	60	2780	organelle organization	AFG3L2;ALAS1;ANK2;BRD8;CENPT;CHD4;CHD5;CHD8;CHMP2A;CHMP4B;COPRS;CTCF;DAXX;DOC2B;FKBP4;GOLGA2;HNRNPA1;HSP90AB1;IK;KIF5C;MAP1A;MAP1B;MAP7D2;MARK4;MYADM;MYH10;NDEL1;NEFH;NEFL;NHP2;NUDC;OCRL;PAF1;PARK7;PARP1;PEX26;PFN2;PHF20;PPP1R1B;SEPT6;SETD1B;SIN3A;SMARCA2;SOD1;SSRP1;STMN1;SUDS3;SUPT6H;TIMM22;TPM1;TPM3;TSPYL2;TSPYL5;TTBK2;UBQLN4;UBTF;VAPB;VDAC1;WDR46;ZPR1	2.37537121134877e-05
8	GO:0016071	6.36402199959482e-08	4.32437531871494	6.32	23	553	mRNA metabolic process	CASC3;DDX23;DDX42;DHX16;EIF4B;FUS;GPKOW;GTF2F1;HABP4;HNRNPA1;HNRNPK;HNRNPUL1;HSPA8;IK;PAF1;PSMC3;RPS4X;SF3A3;SF3B2;SUPT6H;THRAP3;ZMAT2;ZPR1	2.37537121134877e-05
9	GO:0051276	1.32057323545383e-07	3.51684721281878	9.97714285714286	29	873	chromosome organization	BRD8;CENPT;CHD4;CHD5;CHD8;CHMP2A;CHMP4B;COPRS;CTCF;DAXX;HNRNPA1;HSP90AB1;IK;NDEL1;NHP2;NUDC;PAF1;PARP1;PHF20;PPP1R1B;SETD1B;SIN3A;SMARCA2;SSRP1;SUDS3;SUPT6H;TSPYL2;TSPYL5;UBTF	4.38136853451682e-05
10	GO:0060052	5.55945301505339e-07	118.851282051282	0.08	4	7	neurofilament cytoskeleton organization	NDEL1;NEFH;NEFL;SOD1	0.000166005267029494
11	GO:0071824	2.51909664183823e-06	6.73026315789474	1.86285714285714	11	163	protein-DNA complex subunit organization	CENPT;CHD5;CTCF;DAXX;PAF1;PARP1;PSMC3;SUPT6H;TSPYL2;TSPYL5;UBTF	0.00068382023386627
12	GO:0006325	4.07995833996236e-06	3.66137040714995	6.28571428571429	20	550	chromatin organization	BRD8;CENPT;CHD4;CHD5;CHD8;COPRS;CTCF;DAXX;PAF1;PHF20;PPP1R1B;SETD1B;SIN3A;SMARCA2;SSRP1;SUDS3;SUPT6H;TSPYL2;TSPYL5;UBTF	0.00101522963359397
13	GO:0071840	5.32178804392742e-06	2.19084571202218	53.36	79	4669	cellular component organization or biogenesis	AFG3L2;ALAS1;ANK2;BRD8;CENPT;CHD4;CHD5;CHD8;CHMP2A;CHMP4B;COPRS;CTCF;DAXX;DDX23;DNAJA4;DOC2B;EBNA1BP2;EIF3D;EIF4B;FKBP4;GNL1;GOLGA2;HNRNPA1;HNRNPK;HSP90AB1;HSPA8;IK;ITSN1;KIF5C;MAP1A;MAP1B;MAP7D2;MARK4;MRPS23;MYADM;MYH10;NDEL1;NEFH;NEFL;NHP2;NOP56;NUDC;OCRL;ORMDL3;PAF1;PARK7;PARP1;PEX26;PFN2;PHF20;PPP1R1B;PSMC3;RPS4X;RRP36;SEPT6;SETD1B;SF3A3;SIN3A;SMARCA2;SOD1;SSRP1;STMN1;SUDS3;SUPT6H;TGOLN2;TIMM22;TP53BP1;TPM1;TPM3;TSPYL2;TSPYL5;TSR2;TTBK2;UBQLN4;UBTF;VAPB;VDAC1;WDR46;ZPR1	0.00122237377685902
14	GO:0008088	7.45230280519166e-06	15.0455729166667	0.48	6	42	axo-dendritic transport	AP3M2;HSPA8;KIF5C;NDEL1;NEFL;SOD1	0.00158946972687874
15	GO:0034728	9.04345962796596e-06	8.80321285140562	1.04	8	91	nucleosome organization	CENPT;CHD5;CTCF;DAXX;PAF1;SUPT6H;TSPYL2;TSPYL5	0.00178854764255108
16	GO:0010467	9.58364443429917e-06	2.14836144247909	43.7142857142857	68	3825	gene expression	AFG3L2;ANK2;BCL7A;BRD8;CASC3;CENPT;CHD4;CHD5;CHD8;COPRS;CTCF;DAXX;DDX23;DDX42;DHX16;EBNA1BP2;EIF2B5;EIF3D;EIF4B;EIF4E2;EIF4ENIF1;ERP29;FUS;GPKOW;GTF2F1;HABP4;HIF1AN;HNRNPA1;HNRNPK;HNRNPUL1;HSPA8;IK;LSM14B;MED18;MRPS23;MYADM;NHP2;NOP56;PAF1;PARK7;PARP1;PHF20;PPP1R1B;PSMC3;RPS4X;RRP36;SALL2;SETD1B;SF3A3;SF3B2;SIN3A;SMARCA2;SSRP1;SUDS3;SUPT6H;THRAP3;TP53BP1;TSPYL2;TSR2;UBTF;WDR46;ZFP92;ZMAT2;ZNF512;ZNF554;ZNF584;ZNF629;ZPR1	0.00178854764255108
17	GO:0006338	1.26805296418582e-05	7.12241379310345	1.42857142857143	9	125	chromatin remodeling	CENPT;CHD4;CHD5;CHD8;DAXX;SMARCA2;SSRP1;SUPT6H;UBTF	0.00222729773591698
18	GO:0044403	2.08999067853431e-05	3.35506713554987	6.43428571428571	19	563	symbiont process	CHMP2A;CHMP4B;DAXX;EIF3D;GTF2F1;HNRNPA1;HNRNPK;HSP90AB1;HSPA8;IK;ITSN1;OSBP;PSMC3;RPS4X;SEPT6;SF3B2;SUPT6H;VAPB;VDAC1	0.00329491360738232
19	GO:0071103	2.09656257670007e-05	5.8732278611054	1.90857142857143	10	167	DNA conformation change	CENPT;CHD4;CHD5;CHD8;CTCF;DAXX;PAF1;PARP1;TSPYL2;TSPYL5	0.00329491360738232
20	GO:0007017	2.42063208651584e-05	3.31666403162055	6.50285714285714	19	569	microtubule-based process	AP3M2;CHMP2A;CHMP4B;FKBP4;GOLGA2;HSPA8;KIF5C;MAP1A;MAP1B;MAP7D2;MARK4;MYH10;NDEL1;NEFH;NEFL;SOD1;STMN1;TTBK2;ZPR1	0.00348899932001309
21	GO:0016032	2.45375035901791e-05	3.43485442907289	5.93142857142857	18	519	viral process	CHMP2A;CHMP4B;DAXX;EIF3D;GTF2F1;HNRNPA1;HNRNPK;HSP90AB1;HSPA8;IK;ITSN1;PSMC3;RPS4X;SEPT6;SF3B2;SUPT6H;VAPB;VDAC1	0.00348899932001309
22	GO:0031109	2.69014795887894e-05	9.07165354330709	0.88	7	77	microtubule polymerization or depolymerization	FKBP4;GOLGA2;MAP1A;MAP1B;NDEL1;STMN1;TTBK2	0.00365126445691478
23	GO:1903935	2.84689881544139e-05	88.4580152671756	0.0685714285714286	3	6	response to sodium arsenite	DAXX;HNRNPA1;NEFL	0.00369601733169912
24	GO:0010970	3.18419506208625e-05	7.29587301587302	1.23428571428571	8	108	transport along microtubule	AP3M2;HSPA8;KIF5C;MAP1B;NDEL1;NEFH;NEFL;SOD1	0.00380320258215582
25	GO:0099111	3.18419506208625e-05	7.29587301587302	1.23428571428571	8	108	microtubule-based transport	AP3M2;HSPA8;KIF5C;MAP1B;NDEL1;NEFH;NEFL;SOD1	0.00380320258215582
26	GO:0044419	3.4614831420983e-05	3.22422470180839	6.67428571428571	19	584	interspecies interaction between organisms	CHMP2A;CHMP4B;DAXX;EIF3D;GTF2F1;HNRNPA1;HNRNPK;HSP90AB1;HSPA8;IK;ITSN1;OSBP;PSMC3;RPS4X;SEPT6;SF3B2;SUPT6H;VAPB;VDAC1	0.00397538025473289
27	GO:0022613	3.83773504912155e-05	4.23163532697901	3.42857142857143	13	300	ribonucleoprotein complex biogenesis	DDX23;EBNA1BP2;EIF3D;EIF4B;GNL1;HSP90AB1;NHP2;NOP56;RPS4X;RRP36;SF3A3;TSR2;WDR46	0.00424425068765813
28	GO:0010639	4.04425048387854e-05	4.5174221809252	2.96	12	259	negative regulation of organelle organization	CHMP2A;CHMP4B;FKBP4;HNRNPA1;IK;MYADM;PARP1;PFN2;SIN3A;STMN1;SUPT6H;TTBK2	0.0043129042660219
29	GO:0008090	4.94037702940952e-05	66.337786259542	0.08	3	7	retrograde axonal transport	NDEL1;NEFL;SOD1	0.0050868847620058
