GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0006613	1.75355475790745e-30	68.2931162102146	0.829581174071872	24	45	cotranslational protein targeting to membrane	RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SEC61A1;SSR2	5.82530890576854e-27
2	GO:0006614	5.95979188220603e-30	75.9816723940435	0.755840625265483	23	41	SRP-dependent cotranslational protein targeting to membrane	RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SEC61A1	9.89921431634422e-27
3	GO:0045047	8.16312827623488e-28	54.6736082474227	0.884886585676663	23	48	protein targeting to ER	RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SEC61A1	9.03930404455076e-25
4	GO:0072599	8.72875453085747e-27	47.1160682545325	0.958627134483052	23	52	establishment of protein localization to endoplasmic reticulum	RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SEC61A1	7.24923063787713e-24
5	GO:0070972	2.4030401919056e-24	29.8082901554404	1.32732987851499	24	72	protein localization to endoplasmic reticulum	KDELR1;RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SEC61A1	1.59657990350208e-21
6	GO:0006612	3.09356947747459e-24	21.7496842105263	1.88038399456291	27	102	protein targeting to membrane	CHP1;ICMT;RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SEC61A1;SSR2;ZDHHC3	1.7128063006951e-21
7	GO:0019083	1.2641180545152e-23	20.3814473684211	1.97255968057089	27	107	viral transcription	DHX9;NELFE;POLR2C;POLR2I;RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SUPT4H1	5.99914311014215e-21
8	GO:0090150	2.33919677061539e-23	13.276397515528	3.44737065669867	33	187	establishment of protein localization to membrane	C16orf70;CHP1;DYNLL1;ICMT;OXA1L;RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SAMM50;SEC61A1;SSR2;TOMM22;TOMM7;ZDHHC3	9.7135145899804e-21
9	GO:0000184	6.47388400670766e-23	31.680550343965	1.16141364370062	22	63	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA	2.38958251892032e-20
10	GO:0019080	1.02510024097025e-22	18.5156698564593	2.12004077818367	27	115	viral gene expression	DHX9;NELFE;POLR2C;POLR2I;RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SUPT4H1	3.40538300050317e-20
