GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0034641	3.92800139031503e-09	1.85064536199319	146.283966352281	201	4628	cellular nitrogen compound metabolic process	ADRB2;AK3;AK6;APLF;ASF1A;ASTE1;BCL10;BIRC2;BLZF1;CARF;CDC73;CLN5;CMTR2;COMMD8;CPEB2;CREBZF;CSTF3;DBR1;DEPDC1;DHX40;DMTF1;DNAJC3;DONSON;DPH3;DUS4L;DUT;EDNRB;EIF3E;ENPP1;ERI2;ETAA1;EXOSC8;FAM200A;FANCB;GCLM;GIN1;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;IMMP1L;ING3;IRAK4;ITGB8;KLRC4-KLRK1;LACTB2;LIN54;LSM5;LTN1;MAGOHB;MBIP;MBNL3;MBTPS2;MCTS1;ME2;METTL4;MOSPD1;MRPL13;MRPL22;MRPL47;MRPS18C;MRPS36;MTERF3;MYCBP;MYNN;N4BP2L2;NADK2;NDC1;NEK7;NFYB;NOVA1;NT5C3A;NUDT12;NUP54;ORC3;ORC5;ORMDL1;OSGEPL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIH1D2;PIK3CA;PKN2;PLAG1;PMS1;PNPT1;POLK;POLR2M;POT1;PPWD1;PRPF39;PSMD14;PSMD5;PTBP2;PTEN;RASA1;RBL1;RBM26;RCHY1;RCOR3;REXO2;RNF138;RPL22L1;RPS27L;SAP30;SAV1;SCML1;SECISBP2L;SENP1;SEPSECS;SERP1;SF3B6;SFR1;SLC35A3;SLC35B3;SLC40A1;SLF2;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPB2;SNRPE;SNRPG;SNX6;SPRTN;SRSF10;STAG2;SULT1B1;SULT1C4;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TNPO1;TP53INP1;TRMT13;TRMT1L;TROVE2;TSEN15;TWISTNB;TWSG1;TXNDC9;TYW5;UCHL5;UFL1;URI1;USP45;USP51;UTP15;XRCC4;YAE1D1;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	1.56413015362345e-05
2	GO:0090304	2.12712690284556e-08	1.8155033510675	116.856487382106	167	3697	nucleic acid metabolic process	ADRB2;APLF;ASF1A;ASTE1;BCL10;BIRC2;BLZF1;CARF;CDC73;CMTR2;COMMD8;CREBZF;CSTF3;DBR1;DEPDC1;DHX40;DMTF1;DONSON;DUS4L;DUT;EDNRB;EIF3E;ENPP1;ERI2;ETAA1;EXOSC8;FAM200A;FANCB;GIN1;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;ING3;IRAK4;LACTB2;LIN54;LSM5;MAGOHB;MBNL3;MBTPS2;MCTS1;METTL4;MOSPD1;MTERF3;MYCBP;MYNN;N4BP2L2;NEK7;NFYB;NOVA1;ORC3;ORC5;OSGEPL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIH1D2;PIK3CA;PKN2;PLAG1;PMS1;PNPT1;POLK;POLR2M;POT1;PPWD1;PRPF39;PSMD14;PSMD5;PTBP2;PTEN;RASA1;RBL1;RBM26;RCHY1;RCOR3;REXO2;RNF138;SAP30;SAV1;SCML1;SENP1;SEPSECS;SF3B6;SFR1;SLC40A1;SLF2;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPB2;SNRPE;SNRPG;SNX6;SPRTN;SRSF10;STAG2;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TNPO1;TP53INP1;TRMT13;TRMT1L;TROVE2;TSEN15;TWISTNB;TWSG1;TYW5;UCHL5;UFL1;URI1;USP45;USP51;UTP15;XRCC4;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	3.92249042572631e-05
3	GO:0006139	2.9551660665944e-08	1.79076840160148	130.38490950803	181	4125	nucleobase-containing compound metabolic process	ADRB2;AK3;AK6;APLF;ASF1A;ASTE1;BCL10;BIRC2;BLZF1;CARF;CDC73;CMTR2;COMMD8;CREBZF;CSTF3;DBR1;DEPDC1;DHX40;DMTF1;DONSON;DUS4L;DUT;EDNRB;EIF3E;ENPP1;ERI2;ETAA1;EXOSC8;FAM200A;FANCB;GIN1;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;ING3;IRAK4;LACTB2;LIN54;LSM5;MAGOHB;MBIP;MBNL3;MBTPS2;MCTS1;ME2;METTL4;MOSPD1;MTERF3;MYCBP;MYNN;N4BP2L2;NADK2;NDC1;NEK7;NFYB;NOVA1;NT5C3A;NUDT12;NUP54;ORC3;ORC5;OSGEPL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIH1D2;PIK3CA;PKN2;PLAG1;PMS1;PNPT1;POLK;POLR2M;POT1;PPWD1;PRPF39;PSMD14;PSMD5;PTBP2;PTEN;RASA1;RBL1;RBM26;RCHY1;RCOR3;REXO2;RNF138;SAP30;SAV1;SCML1;SENP1;SEPSECS;SF3B6;SFR1;SLC35A3;SLC35B3;SLC40A1;SLF2;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPB2;SNRPE;SNRPG;SNX6;SPRTN;SRSF10;STAG2;SULT1B1;SULT1C4;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TNPO1;TP53INP1;TRMT13;TRMT1L;TROVE2;TSEN15;TWISTNB;TWSG1;TXNDC9;TYW5;UCHL5;UFL1;URI1;USP45;USP51;UTP15;XRCC4;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	3.92249042572631e-05
4	GO:0046483	7.06495931572662e-08	1.75857981986686	134.620443538109	184	4259	heterocycle metabolic process	ADRB2;AK3;AK6;APLF;ASF1A;ASTE1;BCL10;BIRC2;BLZF1;CARF;CDC73;CMTR2;COMMD8;CREBZF;CSTF3;DBR1;DEPDC1;DHX40;DMTF1;DONSON;DUS4L;DUT;EDNRB;EIF3E;ENPP1;ERI2;ETAA1;EXOSC8;FAM200A;FANCB;GIN1;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;ING3;IRAK4;LACTB2;LIN54;LMBRD1;LSM5;MAGOHB;MBIP;MBNL3;MBTPS2;MCTS1;ME2;METTL4;MMADHC;MOSPD1;MTERF3;MYCBP;MYNN;N4BP2L2;NADK2;NDC1;NEK7;NFYB;NOVA1;NT5C3A;NUDT12;NUP54;ORC3;ORC5;OSGEPL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIH1D2;PIK3CA;PKN2;PLAG1;PMS1;PNPT1;POLK;POLR2M;POT1;PPWD1;PRPF39;PSMD14;PSMD5;PTBP2;PTEN;RASA1;RBL1;RBM26;RCHY1;RCOR3;REXO2;RNF138;SAP30;SAV1;SCML1;SENP1;SEPSECS;SF3B6;SFR1;SLC35A3;SLC35B3;SLC40A1;SLF2;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPB2;SNRPE;SNRPG;SNX6;SPRTN;SRSF10;STAG2;SULT1B1;SULT1C4;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TNPO1;TP53INP1;TRMT13;TRMT1L;TROVE2;TSEN15;TTPA;TWISTNB;TWSG1;TXNDC9;TYW5;UCHL5;UFL1;URI1;USP45;USP51;UTP15;XRCC4;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	7.03316699880585e-05
5	GO:0006725	2.1155915387783e-07	1.72063260001856	135.505480499618	183	4287	cellular aromatic compound metabolic process	ADRB2;AK3;AK6;APLF;ASF1A;ASTE1;BCL10;BIRC2;BLZF1;CARF;CDC73;CMTR2;COMMD8;CREBZF;CSTF3;DBR1;DEPDC1;DHX40;DMTF1;DONSON;DUS4L;DUT;EDNRB;EIF3E;ENPP1;ERI2;ETAA1;EXOSC8;FAM200A;FANCB;GIN1;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;ING3;IRAK4;LACTB2;LIN54;LMBRD1;LSM5;MAGOHB;MBIP;MBNL3;MBTPS2;MCTS1;ME2;METTL4;MMADHC;MOSPD1;MTERF3;MYCBP;MYNN;N4BP2L2;NADK2;NDC1;NEK7;NFYB;NOVA1;NT5C3A;NUDT12;NUP54;ORC3;ORC5;OSGEPL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIH1D2;PIK3CA;PKN2;PLAG1;PMS1;PNPT1;POLK;POLR2M;POT1;PPWD1;PRPF39;PSMD14;PSMD5;PTBP2;PTEN;RASA1;RBL1;RBM26;RCHY1;RCOR3;REXO2;RNF138;SAP30;SAV1;SCML1;SENP1;SEPSECS;SF3B6;SFR1;SLC35A3;SLC35B3;SLC40A1;SLF2;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPB2;SNRPE;SNRPG;SNX6;SPRTN;SRSF10;STAG2;SULT1B1;SULT1C4;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TNPO1;TP53INP1;TRMT13;TRMT1L;TROVE2;TSEN15;TWISTNB;TWSG1;TXNDC9;TYW5;UCHL5;UFL1;URI1;USP45;USP51;UTP15;XRCC4;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	0.000168485710148304
6	GO:1901360	1.16596379827892e-06	1.65867709225541	140.436400713739	185	4443	organic cyclic compound metabolic process	ADRB2;AK3;AK6;APLF;ASF1A;ASTE1;BCL10;BIRC2;BLZF1;CARF;CDC73;CMTR2;COMMD8;CREBZF;CSTF3;DBR1;DEPDC1;DHX40;DMTF1;DONSON;DUS4L;DUT;EDNRB;EIF3E;ENPP1;ERI2;ETAA1;EXOSC8;FAM200A;FANCB;GIN1;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;ING3;IRAK4;LACTB2;LBR;LIN54;LMBRD1;LSM5;MAGOHB;MBIP;MBNL3;MBTPS2;MCTS1;ME2;METTL4;MMADHC;MOSPD1;MTERF3;MYCBP;MYNN;N4BP2L2;NADK2;NDC1;NEK7;NFYB;NOVA1;NT5C3A;NUDT12;NUP54;ORC3;ORC5;OSGEPL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIH1D2;PIK3CA;PKN2;PLAG1;PMS1;PNPT1;POLK;POLR2M;POT1;PPWD1;PRPF39;PSMD14;PSMD5;PTBP2;PTEN;RASA1;RBL1;RBM26;RCHY1;RCOR3;REXO2;RNF138;SAP30;SAV1;SCML1;SENP1;SEPSECS;SF3B6;SFR1;SLC35A3;SLC35B3;SLC40A1;SLF2;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPB2;SNRPE;SNRPG;SNX6;SPRTN;SRSF10;STAG2;SULT1B1;SULT1C4;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TNPO1;TP53INP1;TRMT13;TRMT1L;TROVE2;TSEN15;TTPA;TWISTNB;TWSG1;TXNDC9;TYW5;UCHL5;UFL1;URI1;USP45;USP51;UTP15;XRCC4;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	0.000773811307457774
7	GO:0034645	1.38852718350546e-06	1.67371327233888	114.391027275045	157	3619	cellular macromolecule biosynthetic process	ADRB2;ALG10;ALG10B;ASF1A;ATG5;BCL10;BIRC2;BLZF1;C1GALT1C1;CARF;CCDC126;CDC73;COMMD8;CPEB2;CREBZF;CSTF3;DEPDC1;DMTF1;DNAJC3;DONSON;DPH3;DPY19L4;DUT;EDNRB;EIF3E;ENPP1;ETAA1;FAM200A;FKTN;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;ING3;IRAK4;LIN54;LTN1;MAGOHB;MAGT1;MBNL3;MBTPS2;MCTS1;MOSPD1;MRPL13;MRPL22;MRPL47;MRPS18C;MRPS36;MTERF3;MYCBP;MYNN;N4BP2L2;NDC1;NEK7;NFYB;NUP54;ORC3;ORC5;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIGB;PIGF;PIGK;PIK3C3;PKN2;PLAG1;POLK;POT1;PSMD14;PSMD5;PTEN;RBL1;RCHY1;RCOR3;RPL22L1;RPS27L;SAP30;SAV1;SCML1;SECISBP2L;SENP1;SEPSECS;SERP1;SFR1;SLC40A1;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPE;SNRPG;SNX6;SPRTN;SRSF10;STAG2;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TP53INP1;TROVE2;TWISTNB;TWSG1;UCHL5;UFL1;URI1;UTP15;YAE1D1;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	0.000789873606388389
8	GO:0010467	1.95737837539681e-06	1.65341241638796	121.502931430028	164	3844	gene expression	ADRB2;ASF1A;BCL10;BIRC2;BLZF1;CARF;CD46;CDC73;CLN5;CMTR2;COMMD8;CPEB2;CREBZF;CSTF3;DBR1;DEPDC1;DHX40;DMTF1;DNAJC3;DPH3;DUS4L;EDNRB;EIF3E;ERI2;EXOSC8;FAM200A;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;IMMP1L;ING3;IRAK4;ITGB8;LIN54;LSM5;LTN1;MAGOHB;MBNL3;MBTPS2;MCTS1;MOSPD1;MRPL13;MRPL22;MRPL47;MRPS18C;MRPS36;MTERF3;MYCBP;MYNN;N4BP2L2;NDC1;NFYB;NOVA1;NUP54;OSGEPL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIH1D2;PIK3C3;PIK3CA;PKN2;PLAG1;PNPT1;PPWD1;PRPF39;PSMD14;PSMD5;PTBP2;PTEN;RBL1;RBM26;RCOR3;RICTOR;RPL22L1;RPS27L;SAP30;SAV1;SCML1;SECISBP2L;SENP1;SEPSECS;SERP1;SF3B6;SFR1;SLC40A1;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPB2;SNRPE;SNRPG;SNX6;SRSF10;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TNPO1;TP53INP1;TRMT13;TRMT1L;TROVE2;TSEN15;TWISTNB;TWSG1;TYW5;UBXN2A;UCHL5;UFL1;URI1;UTP15;YAE1D1;ZBED8;ZMPSTE24;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	0.000974285086353761
9	GO:0009059	2.43384454752303e-06	1.65003372346757	117.235788937038	159	3709	macromolecule biosynthetic process	ADRB2;ALG10;ALG10B;ASF1A;ATG5;BCL10;BIRC2;BLZF1;C1GALT1C1;CARF;CCDC126;CDC73;COMMD8;CPEB2;CREBZF;CSTF3;DEPDC1;DMTF1;DNAJC3;DONSON;DPH3;DPY19L4;DUT;EDNRB;EIF3E;ENPP1;ETAA1;FAM200A;FKTN;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;ING3;IRAK4;LIN54;LTN1;MAGOHB;MAGT1;MBNL3;MBTPS2;MCTS1;MOSPD1;MRPL13;MRPL22;MRPL47;MRPS18C;MRPS36;MTERF3;MYCBP;MYNN;N4BP2L2;NDC1;NEK7;NFYB;NUP54;ORC3;ORC5;ORMDL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIGB;PIGF;PIGK;PIK3C3;PKN2;PLAG1;POLK;POLR2M;POT1;PSMD14;PSMD5;PTEN;RBL1;RCHY1;RCOR3;RPL22L1;RPS27L;SAP30;SAV1;SCML1;SECISBP2L;SENP1;SEPSECS;SERP1;SFR1;SLC40A1;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPE;SNRPG;SNX6;SPRTN;SRSF10;STAG2;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TP53INP1;TROVE2;TWISTNB;TWSG1;UCHL5;UFL1;URI1;UTP15;YAE1D1;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	0.00107684099869297
10	GO:0016070	1.16005937710615e-05	1.60724981205865	105.319398419577	143	3332	RNA metabolic process	ADRB2;ASF1A;BCL10;BIRC2;BLZF1;CARF;CDC73;CMTR2;COMMD8;CREBZF;CSTF3;DBR1;DEPDC1;DHX40;DMTF1;DUS4L;EDNRB;EIF3E;ERI2;EXOSC8;FAM200A;GTF2A2;GTF2H2C;GTF3C3;H2AFJ;HBP1;HEATR1;ICE2;IKZF5;ING3;IRAK4;LACTB2;LIN54;LSM5;MAGOHB;MBNL3;MBTPS2;MCTS1;MOSPD1;MTERF3;MYCBP;MYNN;N4BP2L2;NFYB;NOVA1;OSGEPL1;PAIP1;PAPOLA;PCNA;PEX2;PHTF2;PIH1D2;PKN2;PLAG1;PNPT1;POLR2M;PPWD1;PRPF39;PSMD14;PSMD5;PTBP2;PTEN;RASA1;RBL1;RBM26;RCOR3;REXO2;SAP30;SAV1;SCML1;SENP1;SEPSECS;SF3B6;SFR1;SLC40A1;SLIRP;SMAD2;SMAD5;SMAD9;SMARCAD1;SNRPB2;SNRPE;SNRPG;SNX6;SRSF10;TAF11;TAF1A;TEFM;THAP1;THAP6;THAP9;TLR3;TMPO;TNPO1;TP53INP1;TRMT13;TRMT1L;TROVE2;TSEN15;TWISTNB;TWSG1;TYW5;UCHL5;UFL1;URI1;UTP15;ZBED8;ZMYM5;ZNF107;ZNF141;ZNF143;ZNF181;ZNF195;ZNF22;ZNF230;ZNF24;ZNF253;ZNF260;ZNF267;ZNF286B;ZNF367;ZNF43;ZNF431;ZNF451;ZNF485;ZNF486;ZNF525;ZNF546;ZNF572;ZNF595;ZNF613;ZNF614;ZNF639;ZNF669;ZNF677;ZNF678;ZNF680;ZNF684;ZNF736;ZNF765;ZNF800;ZNF92;ZNF93	0.00461935643963668
