GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0006614	1.5660568118797e-11	20.2602495543672	1.12135306553911	13	30	SRP-dependent cotranslational protein targeting to membrane	RPL18;RPL24;RPL27A;RPL36;RPL4;RPL7A;RPL8;RPS15;RPS2;RPS28;RPS3;RPS9;UBA52	7.47948733353746e-08
2	GO:0006613	6.76343297822307e-11	17.2166666666667	1.23348837209302	13	33	cotranslational protein targeting to membrane	RPL18;RPL24;RPL27A;RPL36;RPL4;RPL7A;RPL8;RPS15;RPS2;RPS28;RPS3;RPS9;UBA52	1.61510779519967e-07
3	GO:0045047	3.66591340485417e-10	14.3421717171717	1.3830021141649	13	37	protein targeting to ER	RPL18;RPL24;RPL27A;RPL36;RPL4;RPL7A;RPL8;RPS15;RPS2;RPS28;RPS3;RPS9;UBA52	5.83613414052783e-07
4	GO:0072599	1.58129515672027e-09	12.288961038961	1.53251585623679	13	41	establishment of protein localization to endoplasmic reticulum	RPL18;RPL24;RPL27A;RPL36;RPL4;RPL7A;RPL8;RPS15;RPS2;RPS28;RPS3;RPS9;UBA52	1.88806641712401e-06
5	GO:0006612	4.54722563026515e-09	6.66922169811321	3.36405919661734	18	90	protein targeting to membrane	CDK5;CDK5R1;HPCA;MIEF1;PAK1;RPL18;RPL24;RPL27A;RPL36;RPL4;RPL7A;RPL8;RPS15;RPS2;RPS28;RPS3;RPS9;UBA52	4.2632902210179e-06
6	GO:0000184	5.35589223745968e-09	9.51449796309609	1.98105708245243	14	53	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	RPL18;RPL24;RPL27A;RPL36;RPL4;RPL7A;RPL8;RPS15;RPS2;RPS28;RPS3;RPS9;SMG5;UBA52	4.2632902210179e-06
7	GO:0016236	6.91782444555122e-09	4.07142486104618	7.99898520084567	28	214	macroautophagy	ATG9A;ATP6V0D1;ATP6V0E2;ATP6V1B2;CDK5;CDK5R1;CSNK2A1;GABARAPL1;GAPDH;GBA;HTRA2;MAP1LC3A;MAPK3;MLST8;NPRL2;NSFL1C;PGAM5;PIP4K2C;POLDIP2;RAB7A;RNF41;UBA52;UBB;UCHL1;VPS26B;VPS28;VPS37D;WDR45B	4.71993279313609e-06
8	GO:0006413	2.21127210322745e-08	5.92348008385744	3.70046511627907	18	99	translational initiation	ATF4;EIF3G;EIF3I;EIF3L;EIF6;RPL18;RPL24;RPL27A;RPL36;RPL4;RPL7A;RPL8;RPS15;RPS2;RPS28;RPS3;RPS9;UBA52	1.32012944562679e-05
9	GO:0006914	4.79051028776568e-08	3.07537409083188	13.2693446088795	36	355	autophagy	ATG9A;ATP6V0D1;ATP6V0E2;ATP6V1B2;CDK5;CDK5R1;CSNK2A1;CTSD;GABARAPL1;GAPDH;GBA;GSK3A;HAX1;HTRA2;MAP1LC3A;MAPK3;MLST8;MT3;NPRL2;NSFL1C;PGAM5;PIP4K2C;POLDIP2;RAB7A;RNF41;TMBIM6;UBA52;UBB;UCHL1;VPS11;VPS18;VPS26B;VPS28;VPS37D;VPS39;WDR45B	2.28014872527211e-05
10	GO:0061919	4.79051028776568e-08	3.07537409083188	13.2693446088795	36	355	process utilizing autophagic mechanism	ATG9A;ATP6V0D1;ATP6V0E2;ATP6V1B2;CDK5;CDK5R1;CSNK2A1;CTSD;GABARAPL1;GAPDH;GBA;GSK3A;HAX1;HTRA2;MAP1LC3A;MAPK3;MLST8;MT3;NPRL2;NSFL1C;PGAM5;PIP4K2C;POLDIP2;RAB7A;RNF41;TMBIM6;UBA52;UBB;UCHL1;VPS11;VPS18;VPS26B;VPS28;VPS37D;VPS39;WDR45B	2.28014872527211e-05
