GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0003723	2.30869487528803e-12	5.47379204892966	9.02040467856228	34	1124	RNA binding	BMS1;CCDC47;DDX1;DKC1;EIF1B;EIF3A;GNL3;GPATCH4;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;KNOP1;MATR3;MFAP1;NCL;NKRF;NOLC1;NUCKS1;NUDT16;PDAP1;RNF20;RPL14;RTF1;SLC4A1AP;SMC1A;SNW1;STAU2;SUPT16H;SURF6;TSR1;UTP14A;ZCCHC17;ZNF106	8.77304052609451e-10
2	GO:1901363	1.1121583419511e-05	2.46924762600438	33.3931529070264	54	4161	heterocyclic compound binding	BAZ1B;BMS1;CCDC47;CLP1;DDX1;DKC1;DNAJA2;DNAJB6;EIF1B;EIF3A;GARS;GNL3;GPATCH4;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;HSPA4;HSPH1;KIAA0232;KIF21A;KNOP1;LARS;MATR3;MFAP1;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;PARP2;PDAP1;PIK3CB;PRKAR1A;RALB;RNF20;RNF6;RPL14;RTF1;SLC4A1AP;SMC1A;SNW1;STAU2;SUPT16H;SURF6;TERF2IP;TSR1;UBN1;UTP14A;YME1L1;ZCCHC17;ZNF106;ZNF329	0.00166787959244977
3	GO:0003676	1.43515462355684e-05	2.52365758108501	22.2059250405532	41	2767	nucleic acid binding	BMS1;CCDC47;DDX1;DKC1;DNAJB6;EIF1B;EIF3A;GNL3;GPATCH4;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;KNOP1;MATR3;MFAP1;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;PARP2;PDAP1;RNF20;RNF6;RPL14;RTF1;SLC4A1AP;SMC1A;SNW1;STAU2;SUPT16H;SURF6;TERF2IP;TSR1;UBN1;UTP14A;ZCCHC17;ZNF106;ZNF329	0.00166787959244977
4	GO:0097159	1.75566272889449e-05	2.41606242496999	33.8586186288739	54	4219	organic cyclic compound binding	BAZ1B;BMS1;CCDC47;CLP1;DDX1;DKC1;DNAJA2;DNAJB6;EIF1B;EIF3A;GARS;GNL3;GPATCH4;GTPBP4;HNRNPA3;HNRNPU;HSP90AA1;HSPA4;HSPH1;KIAA0232;KIF21A;KNOP1;LARS;MATR3;MFAP1;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;PARP2;PDAP1;PIK3CB;PRKAR1A;RALB;RNF20;RNF6;RPL14;RTF1;SLC4A1AP;SMC1A;SNW1;STAU2;SUPT16H;SURF6;TERF2IP;TSR1;UBN1;UTP14A;YME1L1;ZCCHC17;ZNF106;ZNF329	0.00166787959244977
5	GO:0050699	2.54720608906144e-05	28.6444444444444	0.176555963459404	4	22	WW domain binding	TCEAL2;TCEAL3;TCEAL5;TCEAL6	0.00171921432408178
6	GO:0030515	3.06456442063921e-05	27.1345029239766	0.184581234525741	4	23	snoRNA binding	BMS1;DKC1;NUDT16;TSR1	0.00171921432408178
7	GO:0005515	3.16697375488749e-05	3.19454745915606	66.1763852130112	83	8246	protein binding	AAGAB;ACAT1;AKAP12;ARHGEF12;BAZ1B;BTN2A1;C9orf78;CBX1;CCDC113;CCDC25;CCDC47;CKAP5;CLUAP1;CTR9;DDX1;DKC1;DNAJA2;DNAJB6;DNAJC7;EIF3A;GARS;GEMIN6;GNL3;GPATCH4;GTPBP4;HECTD1;HNRNPA3;HNRNPU;HSP90AA1;HSPA4;HSPH1;KIF21A;LARS;MATR3;MFAP1;MIA3;MORF4L1;MYCBP2;NCL;NCOR1;NKRF;NOLC1;NUCKS1;NUDT16;NUP50;OPTN;PARP2;PIK3CB;PIK3R1;PRC1;PRKAR1A;PSMD1;RABEP1;RALB;RALBP1;RNF111;RNF20;RNF6;RPL14;RTF1;SENP2;SLC4A1AP;SMC1A;SNW1;STAU2;SUPT16H;SURF6;SYNM;TCEAL2;TCEAL3;TCEAL5;TCEAL6;TERF2IP;TRIM44;TTC33;UBN1;USP7;UTP14A;UTP14C;YME1L1;ZCCHC17;ZNF106;ZNF329	0.00171921432408178
8	GO:0060590	0.000133183095670506	17.7624521072797	0.264833945189106	4	33	ATPase regulator activity	DNAJA2;DNAJB6;DNAJC7;HSPH1	0.00610450960403675
9	GO:0043175	0.000150017877176802	17.1688888888889	0.272859216255443	4	34	RNA polymerase core enzyme binding	CTR9;HNRNPU;NOLC1;RTF1	0.00610450960403675
10	GO:0003729	0.000160644989579915	6.69390304847576	1.1636643046188	7	145	mRNA binding	EIF3A;GNL3;HNRNPU;NCL;NUDT16;RNF20;SLC4A1AP	0.00610450960403675
11	GO:0099122	0.000190174537141312	252.565217391304	0.0240758131990096	2	3	RNA polymerase II C-terminal domain binding	HNRNPU;RTF1	0.00656966582851804
12	GO:0034511	0.000378358278066581	126.271739130435	0.0321010842653462	2	4	U3 snoRNA binding	BMS1;TSR1	0.00952420801135345
13	GO:0031072	0.000421945883012765	8.76480412997267	0.633996414240587	5	79	heat shock protein binding	DNAJA2;DNAJB6;DNAJC7;HSPA4;HSPH1	0.00952420801135345
14	GO:0032555	0.000434481099675073	2.45589489670668	11.0507982583454	23	1377	purine ribonucleotide binding	BAZ1B;BMS1;CLP1;DDX1;DNAJA2;GARS;GNL3;GTPBP4;HNRNPU;HSP90AA1;HSPA4;HSPH1;KIAA0232;KIF21A;LARS;NOLC1;NUDT16;PIK3CB;PRKAR1A;RALB;SMC1A;TSR1;YME1L1	0.00952420801135345
15	GO:0016462	0.000471762885650065	3.12585227272727	5.05592077179203	14	630	pyrophosphatase activity	BMS1;DDX1;GARS;GNL3;GTPBP4;HSP90AA1;HSPA4;HSPH1;KIF21A;NUDT16;RALB;RALBP1;TSR1;YME1L1	0.00952420801135345
16	GO:0016817	0.000471762885650065	3.12585227272727	5.05592077179203	14	630	hydrolase activity, acting on acid anhydrides	BMS1;DDX1;GARS;GNL3;GTPBP4;HSP90AA1;HSPA4;HSPH1;KIF21A;NUDT16;RALB;RALBP1;TSR1;YME1L1	0.00952420801135345
17	GO:0016818	0.000471762885650065	3.12585227272727	5.05592077179203	14	630	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	BMS1;DDX1;GARS;GNL3;GTPBP4;HSP90AA1;HSPA4;HSPH1;KIF21A;NUDT16;RALB;RALBP1;TSR1;YME1L1	0.00952420801135345
18	GO:0017076	0.000477004551209337	2.43753939631922	11.1230256979425	23	1386	purine nucleotide binding	BAZ1B;BMS1;CLP1;DDX1;DNAJA2;GARS;GNL3;GTPBP4;HNRNPU;HSP90AA1;HSPA4;HSPH1;KIAA0232;KIF21A;LARS;NOLC1;NUDT16;PIK3CB;PRKAR1A;RALB;SMC1A;TSR1;YME1L1	0.00952420801135345
19	GO:0032553	0.000491973053872579	2.43147464582517	11.1471015111415	23	1389	ribonucleotide binding	BAZ1B;BMS1;CLP1;DDX1;DNAJA2;GARS;GNL3;GTPBP4;HNRNPU;HSP90AA1;HSPA4;HSPH1;KIAA0232;KIF21A;LARS;NOLC1;NUDT16;PIK3CB;PRKAR1A;RALB;SMC1A;TSR1;YME1L1	0.00952420801135345
20	GO:0051082	0.000501274105860708	8.42112943236539	0.658072227439597	5	82	unfolded protein binding	DNAJA2;DNAJB6;HSP90AA1;HSPA4;HSPH1	0.00952420801135345
21	GO:0070063	0.000577713028099128	11.6919191919192	0.385213011184154	4	48	RNA polymerase binding	CTR9;HNRNPU;NOLC1;RTF1	0.0104538547941747
22	GO:0001671	0.000690135385558275	20.1272411798728	0.176555963459404	3	22	ATPase activator activity	DNAJA2;DNAJB6;DNAJC7	0.0119205202960066
23	GO:0035639	0.000802341445557599	2.37590214837194	10.802014855289	22	1346	purine ribonucleoside triphosphate binding	BAZ1B;BMS1;CLP1;DDX1;DNAJA2;GARS;GNL3;GTPBP4;HNRNPU;HSP90AA1;HSPA4;HSPH1;KIAA0232;KIF21A;LARS;NOLC1;NUDT16;PIK3CB;RALB;SMC1A;TSR1;YME1L1	0.0132560760570386
24	GO:0060589	0.00122181315445359	4.14555403556772	2.11064629044651	8	263	nucleoside-triphosphatase regulator activity	ARHGEF12;DNAJA2;DNAJB6;DNAJC7;HSPH1;LARS;RABEP1;RALBP1	0.0193453749455152
