GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0051082	2.99754541130391e-06	12.9688703465982	0.630774485526428	7	83	unfolded protein binding	CANX;CCT2;DNAJA1;ERLEC1;HSPA9;NDUFAF1;TCP1	0.00100717525819812
2	GO:0031625	3.97983494351991e-05	6.14336124401914	1.65673298608146	9	218	ubiquitin protein ligase binding	BAG5;CACYBP;CCT2;DNAJA1;HSPA9;TCP1;UBE2K;XRCC5;YWHAZ	0.00653888346954325
3	GO:0044389	5.83828881209219e-05	5.83056818181818	1.74032960464521	9	229	ubiquitin-like protein ligase binding	BAG5;CACYBP;CCT2;DNAJA1;HSPA9;TCP1;UBE2K;XRCC5;YWHAZ	0.00653888346954325
4	GO:0005515	0.000100624589515118	2.99976624330732	62.6594654598241	78	8245	protein binding	AKAP11;ARL3;ARMCX1;ARMCX5;ATP6V1C1;ATP6V1D;ATP6V1E1;B4GAT1;BAG5;BBS7;BEX5;BHLHB9;BRAP;C1QBP;C8orf33;CACYBP;CAND1;CANX;CBX5;CCDC117;CCT2;CETN2;COQ7;CSDE1;DNAJA1;DNAJC8;DRD1;DSTN;EID2B;EIF2S1;ERLEC1;FAM161B;FAM20B;G3BP2;GTF3C4;HACD3;HMGB3;HNRNPH2;HPRT1;HSPA9;MAGEF1;MCM4;MORF4L2;MSL3;NAPB;NBR1;NDUFAF1;NDUFAF4;PEG10;PJA2;POLE3;POLR2B;PPIL1;PSD3;PSMA5;PSMD7;RAB39B;RAB3C;RAD21;RAN;RBM8A;RSL1D1;SACS;SAR1A;SARAF;SKP1;STRAP;SYNJ1;TCP1;TMEM74;TSN;UBE2K;UQCRB;WDR12;WDR48;XRCC5;YPEL5;YWHAZ	0.00845246551926993
5	GO:0003723	0.000215923434432423	2.78097049925356	8.48885663051832	20	1117	RNA binding	C1QBP;CANX;CSDE1;EIF2S1;G3BP2;HMGB3;HNRNPH2;HSPA9;PEG10;POLR2B;RAN;RBM8A;RPP14;RSL1D1;STRAP;SYNJ1;TCP1;TSN;XRCC5;YWHAZ	0.0145100547938588
6	GO:0030544	0.00108760160344596	16.8575581395349	0.205191700111007	3	27	Hsp70 protein binding	DNAJA1;DNAJC8;SACS	0.060905689792974
7	GO:0044183	0.00148500553257623	14.9806201550388	0.227990777901119	3	30	protein binding involved in protein folding	CCT2;HSPA9;TCP1	0.0712802655636592
8	GO:0031072	0.00317590875739631	7.14922600619195	0.607975407736316	4	80	heat shock protein binding	DNAJA1;DNAJC8;HSPA9;SACS	0.133388167810645
9	GO:0008553	0.00358718875635653	26.6942528735632	0.0911963111604474	2	12	proton-exporting ATPase activity, phosphorylative mechanism	ATP6V1C1;ATP6V1E1	0.133921713570644
10	GO:0046961	0.00421852320157185	24.2654127481714	0.0987960037571514	2	13	proton-transporting ATPase activity, rotational mechanism	ATP6V1C1;ATP6V1E1	0.141742379572814
11	GO:0003729	0.00490073424095123	4.88180272108844	1.10195542652207	5	145	mRNA binding	C1QBP;G3BP2;RBM8A;RSL1D1;TSN	0.149695154996329
12	GO:0031489	0.00562302356410549	20.5287356321839	0.113995388950559	2	15	myosin V binding	RAB39B;RAB3C	0.157444659794954
13	GO:0044769	0.00639471323505149	19.0607553366174	0.121595081547263	2	16	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	ATP6V1C1;ATP6V1E1	0.159593544530782
14	GO:0030984	0.0075996925967039	Inf	0.00759969259670395	1	1	kininogen binding	C1QBP	0.159593544530782
15	GO:0047933	0.0075996925967039	Inf	0.00759969259670395	1	1	glucose-1,6-bisphosphate synthase activity	PGM2L1	0.159593544530782
16	GO:0052657	0.0075996925967039	Inf	0.00759969259670395	1	1	guanine phosphoribosyltransferase activity	HPRT1	0.159593544530782
