GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0003676	6.1058828916386e-27	4.78379836666758	47.4729395721469	118	2785	nucleic acid binding	AGGF1;AKAP9;ARID4A;ATRX;BCLAF1;BDP1;BPTF;CASP8AP2;CCDC59;CCT6A;CDC5L;CHD2;CPSF2;DCP2;DDX21;DDX46;DDX55;DENR;DNAJC2;DNAJC21;DNTTIP2;EEA1;EIF2AK2;EIF2S2;EIF3F;EIF3J;EIF5B;ERCC5;ESF1;FMR1;FXR1;GOLGB1;GPATCH11;GPBP1;GTF2A1;GTF2E1;GTF2H5;HDAC2;HMGN3;HMGN5;HNRNPA1L2;HNRNPDL;HNRNPR;HSP90B1;HSPD1;HTATSF1;LIG4;LUC7L3;METAP2;MGA;MPHOSPH10;MSH6;MTIF2;NAP1L1;NEMF;NGDN;NOP58;NUCB2;PABPC4;PDS5B;PHAX;PNISR;PNN;PPIG;PRPF4B;PSIP1;PSMC1;PSTK;RAD50;RANBP2;RBM17;RBM25;RPS24;RSRC2;SEC63;SFPQ;SLTM;SLU7;SMARCA1;SMARCA5;SNRNP27;SRFBP1;SRP54;SRP72;SSB;SUMO1;SYF2;TAF7;TMF1;TOP2B;TPR;TTF1;UPF2;UPF3B;UTP3;WDR3;ZC3H13;ZC3H15;ZFP62;ZFP69B;ZFP82;ZFR;ZMYND11;ZNF155;ZNF197;ZNF239;ZNF248;ZNF33A;ZNF35;ZNF37A;ZNF397;ZNF507;ZNF658;ZNF711;ZNF776;ZNF793;ZNF830;ZNF84	3.15063557208552e-24
2	GO:0003723	3.15660820388549e-25	5.68506911140357	19.2960027273502	73	1132	RNA binding	AGGF1;BCLAF1;CCDC59;CCT6A;CDC5L;CHD2;CPSF2;DCP2;DDX21;DDX46;DDX55;DENR;DNAJC2;DNAJC21;DNTTIP2;EIF2AK2;EIF2S2;EIF3F;EIF3J;EIF5B;ESF1;FMR1;FXR1;GOLGB1;HDAC2;HMGN5;HNRNPA1L2;HNRNPDL;HNRNPR;HSP90B1;HSPD1;HTATSF1;LUC7L3;METAP2;MPHOSPH10;MTIF2;NAP1L1;NEMF;NGDN;NOP58;PABPC4;PHAX;PNISR;PNN;PPIG;PRPF4B;PSIP1;PSMC1;PSTK;RANBP2;RBM17;RBM25;RPS24;RSRC2;SEC63;SFPQ;SLTM;SLU7;SRFBP1;SRP54;SRP72;SSB;SUMO1;SYF2;TPR;UPF2;UPF3B;UTP3;WDR3;ZC3H13;ZC3H15;ZFR;ZNF239	8.14404916602455e-23
3	GO:1901363	9.92754431337893e-20	3.75558400910514	71.2690701440382	134	4181	heterocyclic compound binding	AGGF1;AKAP9;ARF6;ARID4A;ARL4A;ATRX;BCLAF1;BDP1;BPTF;CASP8AP2;CBR3;CBWD1;CCDC59;CCT6A;CDC5L;CENPE;CHD2;CPSF2;DCP2;DDX21;DDX46;DDX55;DENR;DLD;DNAJC2;DNAJC21;DNTTIP2;EEA1;EIF2AK2;EIF2S2;EIF3F;EIF3J;EIF5B;ERCC5;ESF1;FMR1;FXR1;GOLGB1;GPATCH11;GPBP1;GTF2A1;GTF2E1;GTF2H5;HDAC2;HMGN3;HMGN5;HNRNPA1L2;HNRNPDL;HNRNPR;HSP90B1;HSPA4L;HSPD1;HTATSF1;KIF3A;LIG4;LUC7L3;METAP2;MGA;MPHOSPH10;MSH6;MTIF2;NAP1L1;NEMF;NGDN;NOP58;NUCB2;PABPC4;PDS5B;PHAX;PNISR;PNN;PPIG;PRPF4B;PSIP1;PSMC1;PSTK;RAD50;RANBP2;RBM17;RBM25;RIOK1;RPS24;RSRC2;SEC63;SFPQ;SLK;SLTM;SLU7;SMARCA1;SMARCA5;SMC2;SMC3;SNRNP27;SRFBP1;SRP54;SRP72;SSB;SUMO1;SYF2;TAF7;TAOK1;TLK1;TMF1;TOP2B;TPR;TTF1;TXNRD3;UGP2;UPF2;UPF3B;UTP3;WDR3;ZC3H13;ZC3H15;ZFP62;ZFP69B;ZFP82;ZFR;ZMYND11;ZNF155;ZNF197;ZNF239;ZNF248;ZNF33A;ZNF35;ZNF37A;ZNF397;ZNF507;ZNF658;ZNF711;ZNF776;ZNF793;ZNF830;ZNF84	1.70753762190118e-17
4	GO:0097159	3.91740227690853e-19	3.67383456981508	72.2577345947328	134	4239	organic cyclic compound binding	AGGF1;AKAP9;ARF6;ARID4A;ARL4A;ATRX;BCLAF1;BDP1;BPTF;CASP8AP2;CBR3;CBWD1;CCDC59;CCT6A;CDC5L;CENPE;CHD2;CPSF2;DCP2;DDX21;DDX46;DDX55;DENR;DLD;DNAJC2;DNAJC21;DNTTIP2;EEA1;EIF2AK2;EIF2S2;EIF3F;EIF3J;EIF5B;ERCC5;ESF1;FMR1;FXR1;GOLGB1;GPATCH11;GPBP1;GTF2A1;GTF2E1;GTF2H5;HDAC2;HMGN3;HMGN5;HNRNPA1L2;HNRNPDL;HNRNPR;HSP90B1;HSPA4L;HSPD1;HTATSF1;KIF3A;LIG4;LUC7L3;METAP2;MGA;MPHOSPH10;MSH6;MTIF2;NAP1L1;NEMF;NGDN;NOP58;NUCB2;PABPC4;PDS5B;PHAX;PNISR;PNN;PPIG;PRPF4B;PSIP1;PSMC1;PSTK;RAD50;RANBP2;RBM17;RBM25;RIOK1;RPS24;RSRC2;SEC63;SFPQ;SLK;SLTM;SLU7;SMARCA1;SMARCA5;SMC2;SMC3;SNRNP27;SRFBP1;SRP54;SRP72;SSB;SUMO1;SYF2;TAF7;TAOK1;TLK1;TMF1;TOP2B;TPR;TTF1;TXNRD3;UGP2;UPF2;UPF3B;UTP3;WDR3;ZC3H13;ZC3H15;ZFP62;ZFP69B;ZFP82;ZFR;ZMYND11;ZNF155;ZNF197;ZNF239;ZNF248;ZNF33A;ZNF35;ZNF37A;ZNF397;ZNF507;ZNF658;ZNF711;ZNF776;ZNF793;ZNF830;ZNF84	5.053448937212e-17
5	GO:0042393	4.50591350778219e-07	6.5565916825032	2.28415579988068	13	134	histone binding	ANP32E;ATRX;BPTF;CHD2;DNAJC2;FMR1;MPHOSPH8;MSH6;RNF168;RSF1;SMARCA5;TAF7;ZMYND11	4.14662798236293e-05
6	GO:0003677	4.82166044460806e-07	2.31994971320814	29.7963010312793	57	1748	DNA binding	AKAP9;ARID4A;ATRX;BCLAF1;BDP1;BPTF;CASP8AP2;CDC5L;CHD2;DNAJC2;ERCC5;GOLGB1;GPBP1;GTF2A1;GTF2E1;GTF2H5;HDAC2;HMGN3;HMGN5;HNRNPDL;HSPD1;LIG4;LUC7L3;MGA;MSH6;NUCB2;PDS5B;PNN;PSIP1;RAD50;SFPQ;SLTM;SMARCA1;SMARCA5;TAF7;TMF1;TOP2B;TTF1;UPF2;ZFP69B;ZFP82;ZFR;ZMYND11;ZNF155;ZNF197;ZNF239;ZNF248;ZNF33A;ZNF35;ZNF37A;ZNF397;ZNF507;ZNF658;ZNF711;ZNF776;ZNF793;ZNF84	4.14662798236293e-05
7	GO:0005488	8.17344353776746e-06	3.99312232337843	175.010653711753	193	10267	binding	AGGF1;AKAP9;ANKRD26;ANKRD45;ANP32E;ARF6;ARID4A;ARL4A;ASNSD1;ATRX;BCLAF1;BDP1;BNIP3L;BPTF;CAMSAP2;CASP6;CASP8AP2;CBR3;CBWD1;CBX3;CCDC174;CCDC59;CCPG1;CCT6A;CDC5L;CENPE;CENPF;CENPL;CEP126;CEP19;CEP290;CHD2;CIR1;COX19;CPSF2;CWF19L2;DCP2;DDX21;DDX46;DDX55;DENR;DLD;DNAJC2;DNAJC21;DNTTIP2;EEA1;EIF2AK2;EIF2S2;EIF3F;EIF3J;EIF5B;ERCC5;ESF1;FAM161A;FBXO11;FMR1;FXN;FXR1;GCC2;GOLGA4;GOLGB1;GPATCH11;GPATCH2L;GPBP1;GTF2A1;GTF2E1;GTF2H5;HDAC2;HMGN3;HMGN5;HNRNPA1L2;HNRNPDL;HNRNPR;HSP90B1;HSPA4L;HSPD1;HTATSF1;KIF3A;KPNA3;LEO1;LIG4;LUC7L3;MCF2;MED4;METAP2;MGA;MNS1;MPHOSPH10;MPHOSPH8;MSH6;MTIF2;NAP1L1;NEMF;NGDN;NOP58;NUCB2;NUS1;PABPC4;PACRGL;PDS5B;PFDN4;PGBD1;PHAX;PHEX;PLAA;PNISR;PNN;POLD3;PPID;PPIG;PPP1R12A;PPP1R9A;PRPF4B;PSIP1;PSMA4;PSMC1;PSTK;RAB3GAP1;RABGAP1;RAD50;RANBP2;RB1CC1;RBM17;RBM25;RIOK1;RMND1;RNF168;RNF219;RPAP2;RPAP3;RPL36AL;RPS24;RSF1;RSRC2;SEC63;SFPQ;SLC25A30;SLK;SLTM;SLU7;SMARCA1;SMARCA5;SMC2;SMC3;SNRNP27;SRFBP1;SRP54;SRP72;SSB;SUMO1;SYF2;TAF7;TAOK1;TAX1BP1;TCEAL4;TCEAL8;TCEANC;TLK1;TMF1;TOP2B;TPR;TTC37;TTF1;TXLNG;TXNRD3;UGP2;UPF2;UPF3B;USP8;UTP3;WDR3;ZC3H13;ZC3H15;ZFP62;ZFP69B;ZFP82;ZFR;ZMYND11;ZNF155;ZNF197;ZNF239;ZNF248;ZNF33A;ZNF35;ZNF37A;ZNF397;ZNF507;ZNF658;ZNF711;ZNF776;ZNF793;ZNF830;ZNF84	0.000484675586423338
8	GO:0035064	8.45364394924427e-06	11.2690099425851	0.750021307423506	7	44	methylated histone binding	ATRX;BPTF;FMR1;MPHOSPH8;MSH6;TAF7;ZMYND11	0.000484675586423338
9	GO:0140034	8.45364394924427e-06	11.2690099425851	0.750021307423506	7	44	methylation-dependent protein binding	ATRX;BPTF;FMR1;MPHOSPH8;MSH6;TAF7;ZMYND11	0.000484675586423338
10	GO:0003743	2.4462123571129e-05	12.2687522218272	0.596607858177789	6	35	translation initiation factor activity	DENR;EIF2S2;EIF3F;EIF3J;EIF5B;MTIF2	0.00126224557627026
11	GO:0140030	4.6749850574825e-05	5.99109947643979	1.68754794170289	9	99	modification-dependent protein binding	ATRX;BPTF;DNAJC2;FMR1;MPHOSPH8;MSH6;RNF168;TAF7;ZMYND11	0.00204822451807615
12	GO:0003729	4.76331283273523e-05	4.80580476957289	2.53984488195687	11	149	mRNA binding	DENR;FMR1;FXR1;HNRNPR;LUC7L3;PABPC4;RBM25;SSB;TPR;UPF3B;ZC3H15	0.00204822451807615
