GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0003735	4.02618572360177e-30	33.394994994995	1.50883452259599	29	83	structural constituent of ribosome	IMP3;MRPL17;MRPL24;MRPL34;MRPL36;MRPL37;MRPS15;RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA	2.4962351486331e-27
2	GO:0003723	2.21365868287865e-12	3.42115149040425	20.7419300033979	56	1141	RNA binding	APEX1;BTF3;CCT4;CNOT1;DDX17;DHX9;EEF1A1;EEF1B2;EIF4E3;EIF4G2;H1F0;HIST1H4D;IMP3;IMP4;KARS;LRRC59;LSM2;MRPL37;MRPS15;NELFE;NOP10;PFN1;PPP1R8;RBM22;RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;SLC25A5;SNRPA;SNRPC;SNRPD2;SRSF2;SUPT4H1;TUBA1B;UBE2I;UBE2L3;ZMAT3	6.86234191692382e-10
3	GO:0005198	3.81546051848107e-12	4.82991060025543	8.52582398912674	34	469	structural molecule activity	CNOT1;IMP3;MRPL17;MRPL24;MRPL34;MRPL36;MRPL37;MRPS15;NUTF2;RPL13A;RPL15;RPL19;RPL23;RPL29;RPL32;RPL35;RPL35A;RPL38;RPL5;RPL9;RPLP0;RPS11;RPS14;RPS15A;RPS16;RPS21;RPS27;RPS5;RPS7;RPS8;RPSA;TUBA1A;TUBA1B;VPS25	7.88528507152754e-10
4	GO:0019843	2.56738978865154e-07	15.4389019082692	0.67261297995243	8	37	rRNA binding	IMP3;IMP4;RPL23;RPL5;RPL9;RPS11;RPS14;RPS5	3.97945417240989e-05
5	GO:0016655	4.46422166858398e-06	17.5187246963563	0.454468229697587	6	25	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	DCXR;NDUFA12;NDUFA4;NDUFB1;NDUFB10;NDUFB3	0.00054478454425309
6	GO:0051022	5.92501101059296e-06	Inf	0.0545361875637105	3	3	Rho GDP-dissociation inhibitor binding	CDC42;RAC1;RHOA	0.00054478454425309
7	GO:0008137	7.02947799036245e-06	25.1130926489778	0.290859667006456	5	16	NADH dehydrogenase (ubiquinone) activity	NDUFA12;NDUFA4;NDUFB1;NDUFB10;NDUFB3	0.00054478454425309
8	GO:0050136	7.02947799036245e-06	25.1130926489778	0.290859667006456	5	16	NADH dehydrogenase (quinone) activity	NDUFA12;NDUFA4;NDUFB1;NDUFB10;NDUFB3	0.00054478454425309
9	GO:0003954	1.33851191843695e-05	21.2458594037541	0.327217125382263	5	18	NADH dehydrogenase activity	NDUFA12;NDUFA4;NDUFB1;NDUFB10;NDUFB3	0.000922085988256564
10	GO:0051021	2.33813651427453e-05	164.317535545024	0.072714916751614	3	4	GDP-dissociation inhibitor binding	CDC42;RAC1;RHOA	0.00144964463885021
11	GO:1990948	5.76680892598909e-05	82.1516587677725	0.0908936459395175	3	5	ubiquitin ligase inhibitor activity	RPL23;RPL5;RPS7	0.00325038321283021
12	GO:0055105	0.000113787941940797	54.7630331753555	0.109072375127421	3	6	ubiquitin-protein transferase inhibitor activity	RPL23;RPL5;RPS7	0.00587904366694117
13	GO:0016651	0.000169312282436557	6.70498084291188	1.18161739721373	7	65	oxidoreductase activity, acting on NAD(P)H	DCXR;NDUFA12;NDUFA4;NDUFB1;NDUFB10;NDUFB3;PRDX3	0.00807489347005119
14	GO:0055106	0.000209842509920523	16.9157509157509	0.30903839619436	4	17	ubiquitin-protein transferase regulator activity	RPL23;RPL5;RPS7;UBE2L3	0.00929302543933743
