GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0070530	0.00526686280322868	21.2527472527473	0.110228146629069	2	15	K63-linked polyubiquitin modification-dependent protein binding	RNF169;ZRANB3	0.143296590617791
2	GO:0002058	0.00734854310860467	Inf	0.00734854310860463	1	1	uracil binding	DPYS	0.143296590617791
3	GO:0002059	0.00734854310860467	Inf	0.00734854310860463	1	1	thymine binding	DPYS	0.143296590617791
4	GO:0002061	0.00734854310860467	Inf	0.00734854310860463	1	1	pyrimidine nucleobase binding	DPYS	0.143296590617791
5	GO:0003860	0.00734854310860467	Inf	0.00734854310860463	1	1	3-hydroxyisobutyryl-CoA hydrolase activity	HIBCH	0.143296590617791
6	GO:0004633	0.00734854310860467	Inf	0.00734854310860463	1	1	phosphopantothenoylcysteine decarboxylase activity	PPCDC	0.143296590617791
7	GO:0004856	0.00734854310860467	Inf	0.00734854310860463	1	1	xylulokinase activity	XYLB	0.143296590617791
8	GO:0004905	0.00734854310860467	Inf	0.00734854310860463	1	1	type I interferon receptor activity	IFNAR2	0.143296590617791
9	GO:0008792	0.00734854310860467	Inf	0.00734854310860463	1	1	arginine decarboxylase activity	AZIN2	0.143296590617791
10	GO:0008967	0.00734854310860467	Inf	0.00734854310860463	1	1	phosphoglycolate phosphatase activity	APTX	0.143296590617791
11	GO:0018455	0.00734854310860467	Inf	0.00734854310860463	1	1	alcohol dehydrogenase [NAD(P)+] activity	DHRS4	0.143296590617791
12	GO:0033699	0.00734854310860467	Inf	0.00734854310860463	1	1	DNA 5'-adenosine monophosphate hydrolase activity	APTX	0.143296590617791
13	GO:0047988	0.00734854310860467	Inf	0.00734854310860463	1	1	hydroxyacid-oxoacid transhydrogenase activity	ADHFE1	0.143296590617791
14	GO:0051747	0.00734854310860467	Inf	0.00734854310860463	1	1	cytosine C-5 DNA demethylase activity	ALKBH3	0.143296590617791
15	GO:0071633	0.00734854310860467	Inf	0.00734854310860463	1	1	dihydroceramidase activity	ACER2	0.143296590617791
16	GO:0120108	0.00734854310860467	Inf	0.00734854310860463	1	1	DNA-3'-diphospho-5'-guanosine diphosphatase	APTX	0.143296590617791
17	GO:1990165	0.00734854310860467	Inf	0.00734854310860463	1	1	single-strand break-containing DNA binding	APTX	0.143296590617791
18	GO:1990275	0.00734854310860467	Inf	0.00734854310860463	1	1	preribosome binding	NVL	0.143296590617791
19	GO:1990407	0.00734854310860467	Inf	0.00734854310860463	1	1	calcitonin gene-related peptide binding	RAMP1	0.143296590617791
20	GO:1990930	0.00734854310860467	Inf	0.00734854310860463	1	1	RNA N1-methyladenosine dioxygenase activity	ALKBH3	0.143296590617791
21	GO:0048029	0.00802360400922472	7.88633780404637	0.411518414081859	3	56	monosaccharide binding	ALKBH3;LMAN2L;SFTPD	0.149009788742745
22	GO:0016810	0.0113811124382974	4.87889713679745	0.874476629923951	4	119	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	ACER2;DPYS;FAAH2;HDAC8	0.159513004168475
23	GO:0001530	0.0122170133532779	13.1473922902494	0.169016491497907	2	23	lipopolysaccharide binding	HMGB1;SFTPD	0.159513004168475
24	GO:0000253	0.0146437084899633	136.658823529412	0.0146970862172093	1	2	3-keto sterol reductase activity	DHRS4	0.159513004168475
25	GO:0001635	0.0146437084899633	136.658823529412	0.0146970862172093	1	2	calcitonin gene-related peptide receptor activity	RAMP1	0.159513004168475
