GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0003723	3.42138426885426e-12	4.29713228492137	13.1216204690832	42	1123	RNA binding	CASC3;DDX23;DDX24;DDX42;DHX16;EBNA1BP2;EIF2B5;EIF3D;EIF4B;EIF4E2;EIF4ENIF1;FKBP4;FUS;GPKOW;GTF2F1;HABP4;HNRNPA1;HNRNPK;HNRNPUL1;HSP90AB1;HSPA8;LSM14B;MKRN1;MRPS23;MYH10;NHP2;NOP56;NOP9;PARK7;PARP1;RPS4X;RRP36;SETD1B;SF3A3;SF3B2;SIN3A;SSRP1;SUPT6H;THRAP3;UBTF;WDR46;ZMAT2	1.84412612091245e-09
2	GO:0003676	1.37605318704518e-07	2.55273877414099	32.3658848614073	60	2770	nucleic acid binding	CASC3;CENPT;CHD4;CHD5;CHD8;CTCF;DDX23;DDX24;DDX42;DHX16;EBNA1BP2;EIF2B5;EIF3D;EIF4B;EIF4E2;EIF4ENIF1;FKBP4;FUS;GLYR1;GPKOW;GTF2F1;HABP4;HNRNPA1;HNRNPK;HNRNPUL1;HSP90AB1;HSPA8;LSM14B;MKRN1;MRPS23;MYH10;NEIL2;NHP2;NOP56;NOP9;PARK7;PARP1;PHF20;PNMA3;RPS4X;RRP36;SALL2;SETD1B;SF3A3;SF3B2;SIN3A;SMARCA2;SSRP1;SUPT6H;THRAP3;TP53BP1;TSPYL2;UBTF;WDR46;ZFP92;ZMAT2;ZNF512;ZNF554;ZNF584;ZNF629	3.70846333908675e-05
3	GO:0004386	1.01738808080526e-05	7.33678977272727	1.39044776119403	9	119	helicase activity	CHD4;CHD5;CHD8;DDX23;DDX24;DDX42;DHX16;EIF4B;SMARCA2	0.00158460808791963
4	GO:0097159	1.17596147526503e-05	2.10522853318034	49.3550533049041	74	4224	organic cyclic compound binding	AFG3L2;ALAS1;CASC3;CENPT;CHD4;CHD5;CHD8;CTCF;DDX23;DDX24;DDX42;DHX16;DNAJA4;DSTYK;EBNA1BP2;EIF2B5;EIF3D;EIF4B;EIF4E2;EIF4ENIF1;FKBP4;FUS;GAD1;GLYR1;GNL1;GPKOW;GTF2F1;HABP4;HNRNPA1;HNRNPK;HNRNPUL1;HSP90AB1;HSPA8;KIF5C;LSM14B;MARK4;MKRN1;MRPS23;MYH10;NEIL2;NHP2;NOP56;NOP9;OSBP;OSBPL2;PARK7;PARP1;PHF20;PNMA3;PSMC3;RABL6;RPS4X;RRP36;SALL2;SEPT6;SETD1B;SF3A3;SF3B2;SIN3A;SMARCA2;SSRP1;SUPT6H;THRAP3;TP53BP1;TSPYL2;TTBK2;UBTF;WDR46;ZFP92;ZMAT2;ZNF512;ZNF554;ZNF584;ZNF629	0.00158460808791963
5	GO:0042393	1.953440724697e-05	6.71953125	1.5072921108742	9	129	histone binding	CENPT;CHD5;CHD8;COPRS;DAXX;GLYR1;SMARCA2;SUPT6H;TP53BP1	0.00209383366258843
6	GO:0008017	2.8898394197269e-05	5.1006512006512	2.40699360341151	11	206	microtubule binding	GOLGA2;KIF5C;MAP1A;MAP1B;MARK4;MYH10;NDEL1;NEFH;NEIL2;TTBK2;VAPB	0.00209383366258843
7	GO:1901363	3.06334771466735e-05	2.0276126413889	48.6773560767591	72	4166	heterocyclic compound binding	AFG3L2;ALAS1;CASC3;CENPT;CHD4;CHD5;CHD8;CTCF;DDX23;DDX24;DDX42;DHX16;DNAJA4;DSTYK;EBNA1BP2;EIF2B5;EIF3D;EIF4B;EIF4E2;EIF4ENIF1;FKBP4;FUS;GAD1;GLYR1;GNL1;GPKOW;GTF2F1;HABP4;HNRNPA1;HNRNPK;HNRNPUL1;HSP90AB1;HSPA8;KIF5C;LSM14B;MARK4;MKRN1;MRPS23;MYH10;NEIL2;NHP2;NOP56;NOP9;PARK7;PARP1;PHF20;PNMA3;PSMC3;RABL6;RPS4X;RRP36;SALL2;SEPT6;SETD1B;SF3A3;SF3B2;SIN3A;SMARCA2;SSRP1;SUPT6H;THRAP3;TP53BP1;TSPYL2;TTBK2;UBTF;WDR46;ZFP92;ZMAT2;ZNF512;ZNF554;ZNF584;ZNF629	0.00209383366258843
8	GO:0005515	3.10773085356353e-05	2.47798525798526	96.4783795309168	117	8257	protein binding	AFG3L2;AHSA1;ALAS1;ANK2;BCL7A;BEX2;C1orf216;CASC3;CENPT;CHD4;CHD5;CHD8;CHGB;CHMP2A;CHMP4B;COPRS;CTCF;CUEDC2;DAXX;DDX23;DDX24;DDX42;DHX16;DNAJA4;DOC2B;EBNA1BP2;EIF2B5;EIF3D;EIF4B;EIF4E2;EIF4ENIF1;ENSA;ERP29;FKBP4;FUS;GAD1;GLYR1;GOLGA2;GPKOW;GPRASP1;GPRASP2;GTF2F1;HABP4;HIF1AN;HNRNPA1;HNRNPK;HNRNPUL1;HSP90AB1;HSPA8;IK;ITSN1;KIF5C;MAP1A;MAP1B;MARK4;MED18;MKRN1;MLEC;MRPS23;MYH10;MYL6;NDEL1;NEFH;NEFL;NEIL2;NHP2;NIPSNAP1;NOP56;NUDC;OCRL;ORMDL3;OS9;OSBP;OSBPL2;PAF1;PARK7;PARP1;PEX26;PFN2;PHF20;PPM1G;PPP1R1B;PSMC3;RABL6;RPS4X;RUSC1;SALL2;SEPT6;SETD1B;SF3A3;SF3B2;SIN3A;SLC39A7;SMARCA2;SOD1;SSRP1;STMN1;SUDS3;SUPT6H;TGOLN2;THRAP3;TIMM22;TP53BP1;TPM1;TPM3;TSPYL2;TSPYL5;TSR2;TTBK2;UBQLN4;UBTF;UQCRH;VAPB;VDAC1;ZMAT2;ZMYND19;ZPR1	0.00209383366258843
9	GO:0015631	6.05415469301036e-05	4.31847619047619	3.0846908315565	12	264	tubulin binding	GOLGA2;KIF5C;MAP1A;MAP1B;MARK4;MYH10;NDEL1;NEFH;NEIL2;STMN1;TTBK2;VAPB	0.00362576597725843
10	GO:0017111	7.26764607217556e-05	3.0339563501277	7.04571428571429	19	603	nucleoside-triphosphatase activity	CHD4;CHD5;CHD8;DDX23;DDX24;DDX42;DHX16;EIF4B;ENTPD4;GNL1;HSPA8;KIF5C;MYH10;MYL6;PFN2;PSMC3;RABL6;SEPT6;SMARCA2	0.00391726123290263
11	GO:0042623	8.95143064985438e-05	4.13384030418251	3.21321961620469	12	275	ATPase activity, coupled	CHD4;CHD8;DDX23;DDX24;DDX42;DHX16;HSPA8;KIF5C;MYH10;MYL6;PSMC3;SMARCA2	0.00438620101842865
12	GO:0016887	0.000131108631057516	3.7155102454859	3.86754797441365	13	331	ATPase activity	CHD4;CHD8;DDX23;DDX24;DDX42;DHX16;HSPA8;KIF5C;MYH10;MYL6;PFN2;PSMC3;SMARCA2	0.0048334495226665
13	GO:0004616	0.000135541040229471	Inf	0.0233688699360341	2	2	phosphogluconate dehydrogenase (decarboxylating) activity	GLYR1;PGD	0.0048334495226665
14	GO:0016462	0.000143479021081009	2.86798371120405	7.41961620469083	19	635	pyrophosphatase activity	CHD4;CHD5;CHD8;DDX23;DDX24;DDX42;DHX16;EIF4B;ENTPD4;GNL1;HSPA8;KIF5C;MYH10;MYL6;PFN2;PSMC3;RABL6;SEPT6;SMARCA2	0.0048334495226665
15	GO:0016817	0.000143479021081009	2.86798371120405	7.41961620469083	19	635	hydrolase activity, acting on acid anhydrides	CHD4;CHD5;CHD8;DDX23;DDX24;DDX42;DHX16;EIF4B;ENTPD4;GNL1;HSPA8;KIF5C;MYH10;MYL6;PFN2;PSMC3;RABL6;SEPT6;SMARCA2	0.0048334495226665
16	GO:0016818	0.000143479021081009	2.86798371120405	7.41961620469083	19	635	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	CHD4;CHD5;CHD8;DDX23;DDX24;DDX42;DHX16;EIF4B;ENTPD4;GNL1;HSPA8;KIF5C;MYH10;MYL6;PFN2;PSMC3;RABL6;SEPT6;SMARCA2	0.0048334495226665
17	GO:1990226	0.00040350138727018	171.659259259259	0.0350533049040512	2	3	histone methyltransferase binding	HSP90AB1;NOP56	0.0127933675140369
18	GO:0008092	0.000605887892866045	2.53142808227554	8.31931769722815	19	712	cytoskeletal protein binding	ANK2;FKBP4;FUS;GOLGA2;KIF5C;MAP1A;MAP1B;MARK4;MYH10;NDEL1;NEFH;NEIL2;PFN2;RUSC1;STMN1;TPM1;TPM3;TTBK2;VAPB	0.0178787526860634
19	GO:0003743	0.00063023432474064	11.5869674185464	0.39727078891258	4	34	translation initiation factor activity	EIF2B5;EIF3D;EIF4B;EIF4E2	0.0178787526860634
20	GO:0045296	0.000809371009311795	3.64550859713964	2.97953091684435	10	255	cadherin binding	AHSA1;CHMP4B;GOLGA2;HNRNPK;HSP90AB1;HSPA8;NOP56;NUDC;PARK7;VAPB	0.0217859045507869
21	GO:0005198	0.000848801476004684	2.88381374722838	5.30473347547974	14	454	structural molecule activity	ANK2;GNL1;ITSN1;MAP1A;MAP1B;MAP7D2;MRPS23;MYL6;NEFH;NEFL;RPS4X;SEPT6;TPM1;TPM3	0.0217859045507869
